Day,Close,volume
2015/7/15,3966.76,421956367
2015/7/16,3997.36,330531345
2015/7/17,4151.5,331107131
2015/7/20,4160.61,352673472
2015/7/21,4166.01,318374945
2015/7/22,4157.16,318945997
2015/7/23,4250.81,354471759
2015/7/24,4176.28,392045373
2015/7/27,3818.73,365054511
2015/7/28,3811.09,383527216
2015/7/29,3930.38,276972845
2015/7/30,3815.41,271548665
2015/7/31,3816.7,222376767
2015/8/3,3829.24,245805030
2015/8/4,3948.16,220236556
2015/8/5,3866.9,200484269
2015/8/6,3831.85,147278694
2015/8/7,3906.95,183349153
2015/8/10,4084.36,306780540
2015/8/11,4066.67,322034191
2015/8/12,4016.13,255146196
2015/8/13,4075.46,242836979
2015/8/14,4073.54,253392996
2015/8/17,4077.87,256939638
2015/8/18,3825.41,319881070
2015/8/19,3886.14,269049839
2015/8/20,3761.45,212167965
2015/8/21,3589.54,217986403
2015/8/24,3275.53,255436652
2015/8/25,3042.93,276081306
2015/8/26,3025.69,308270623
2015/8/27,3205.64,267294930
2015/8/28,3342.29,299498426
2015/8/31,3366.54,280250403
2015/9/1,3362.08,352458528
2015/9/2,3365.83,347789412
2015/9/7,3250.49,204224431
2015/9/8,3334.02,154599631
2015/9/9,3399.3,220467421
2015/9/10,3357.56,144882971
2015/9/11,3347.19,108547508
2015/9/14,3281.13,205457251
2015/9/15,3152.23,143555641
2015/9/16,3309.25,159709994
2015/9/17,3237,169401881
2015/9/18,3251.27,106903481
2015/9/21,3308.25,122788668
2015/9/22,3339.03,146221985
2015/9/23,3263.03,123171439
2015/9/24,3285,102011238
2015/9/25,3231.95,121419278
2015/9/28,3242.75,74219468
2015/9/29,3178.85,87150633
2015/9/30,3202.95,78559349
2015/10/8,3296.48,132081768
2015/10/9,3340.12,124352500
2015/10/12,3447.69,221400468
2015/10/13,3445.04,145433786
2015/10/14,3406.11,152173938
2015/10/15,3486.81,171158299
2015/10/16,3534.06,208964709
2015/10/19,3534.18,207606744
2015/10/20,3577.7,179025108
2015/10/21,3473.25,282076050
2015/10/22,3524.53,184305580
2015/10/23,3571.24,198294478
2015/10/26,3589.26,204248863
2015/10/27,3592.88,192056140
2015/10/28,3524.92,170977098
2015/10/29,3533.31,127010446
2015/10/30,3534.08,139141914
2015/11/2,3475.96,130002568
2015/11/3,3465.49,101401876
2015/11/4,3628.54,205423865
2015/11/5,3705.97,398046568
2015/11/6,3793.37,298753076
2015/11/9,3840.35,356804823
2015/11/10,3833.24,286519603
2015/11/11,3833.65,232234296
2015/11/12,3795.32,217537647
2015/11/13,3746.24,203489891
2015/11/16,3764.13,161690901
2015/11/17,3758.39,248533071
2015/11/18,3715.58,185689495
2015/11/19,3774.97,154631989
2015/11/20,3774.38,186951689
2015/11/23,3753.33,175626812
2015/11/24,3753.89,143383283
2015/11/25,3781.61,151944941
2015/11/26,3759.43,173525468
2015/11/27,3556.99,208939358
2015/11/30,3566.41,173201163
2015/12/1,3591.7,136536554
2015/12/2,3721.96,213538865
2015/12/3,3749.3,197762126
2015/12/4,3677.59,151199522
2015/12/7,3687.61,113883150
2015/12/8,3623.02,125781083
2015/12/9,3635.94,113325422
2015/12/10,3623.08,120215625
2015/12/11,3608.06,110322481
2015/12/14,3711.32,151769119
2015/12/15,3694.39,126481710
2015/12/16,3685.44,111342723
2015/12/17,3755.89,177924075
2015/12/18,3767.91,173465980
2015/12/21,3865.97,217435275
2015/12/22,3876.73,180303661
2015/12/23,3866.38,207017147
2015/12/24,3829.4,147181397
2015/12/25,3838.2,119624013
2015/12/28,3727.63,153988440
2015/12/29,3761.87,101885555
2015/12/30,3765.18,105629955
2015/12/31,3731,101873556
2016/1/4,3470.41,115370674
2016/1/5,3478.78,162116984
2016/1/6,3539.81,145966144
2016/1/7,3294.38,44102641
2016/1/8,3361.56,185959451
2016/1/11,3192.45,174638387
2016/1/12,3215.71,128225796
2016/1/13,3155.88,120666494
2016/1/14,3221.57,134537671
2016/1/15,3118.73,124601779
2016/1/18,3130.73,101128386
2016/1/19,3223.12,127653893
2016/1/20,3174.38,130650504
2016/1/21,3081.35,111189733
2016/1/22,3113.46,89951087
2016/1/25,3128.89,81540061
2016/1/26,2940.51,126933921
2016/1/27,2930.35,132229366
2016/1/28,2853.76,99222756
2016/1/29,2946.09,113304259
2016/2/1,2901.05,86795342
2016/2/2,2961.33,88601963
2016/2/3,2948.64,77389000
2016/2/4,2984.76,91779724
2016/2/5,2963.79,76850808
2016/2/15,2946.71,72919434
2016/2/16,3037.04,112579643
2016/2/17,3063.32,128291607
2016/2/18,3053.7,124401464
2016/2/19,3051.58,87338012
2016/2/22,3118.87,140946968
2016/2/23,3089.36,112567391
2016/2/24,3109.55,111782650
2016/2/25,2918.75,157829752
2016/2/26,2948.03,106949729
2016/2/29,2877.47,129341020
2016/3/1,2930.69,116045918
2016/3/2,3051.33,175972347
2016/3/3,3058.42,173105744
2016/3/4,3093.89,219172534
2016/3/7,3104.84,132462037
2016/3/8,3107.67,136235742
2016/3/9,3071.91,111466245
2016/3/10,3013.15,76072197
2016/3/11,3018.28,73333564
2016/3/14,3065.69,117108655
2016/3/15,3074.78,98311941
2016/3/16,3090.03,124736448
2016/3/17,3124.2,121661777
2016/3/18,3171.96,197302564
2016/3/21,3249.44,233269464
2016/3/22,3225.79,161020897
2016/3/23,3236.09,125679286
2016/3/24,3181.85,133131122
2016/3/25,3197.82,97395330
2016/3/28,3169.73,103441933
2016/3/29,3135.41,97294747
2016/3/30,3216.28,117802512
2016/3/31,3218.09,121552074
2016/4/1,3221.89,118122139
2016/4/5,3264.49,146047772
2016/4/6,3257.53,120196305
2016/4/7,3209.29,112409467
2016/4/8,3185.73,101005625
2016/4/11,3230.1,125212709
2016/4/12,3218.45,92869437
2016/4/13,3261.38,195613866
2016/4/14,3275.83,113157327
2016/4/15,3272.21,99807529
2016/4/18,3228.45,97090069
2016/4/19,3238.3,80871440
2016/4/20,3181.03,162207858
2016/4/21,3160.6,104752651
2016/4/22,3174.9,77078492
2016/4/25,3162.03,67519351
2016/4/26,3179.16,59020734
2016/4/27,3165.92,60004147
2016/4/28,3160.58,69870660
2016/4/29,3156.75,58029776
2016/5/3,3213.54,98164835
2016/5/4,3209.46,90862408
2016/5/5,3213.92,74733681
2016/5/6,3130.35,108680240
2016/5/9,3065.62,99230477
2016/5/10,3069.11,68849935
2016/5/11,3082.81,81794258
2016/5/12,3090.14,78765726
2016/5/13,3074.94,62629755
2016/5/16,3095.31,59461856
2016/5/17,3086.02,65278125
2016/5/18,3068.04,82715369
2016/5/19,3062.5,60444166
2016/5/20,3078.22,56080842
2016/5/23,3087.22,59697216
2016/5/24,3063.56,58734385
2016/5/25,3059.23,56652803
2016/5/26,3064.21,60392981
2016/5/27,3062.5,60468750
2016/5/30,3066.71,63098579
2016/5/31,3169.56,138863111
2016/6/1,3160.55,113148482
2016/6/2,3167.1,86003427
2016/6/3,3189.33,101491783
2016/6/6,3178.79,76693751
2016/6/7,3177.05,68928314
2016/6/8,3163.99,76291775
2016/6/13,3066.34,92975947
2016/6/14,3075.98,66279457
2016/6/15,3116.37,87393257
2016/6/16,3094.67,82974703
2016/6/17,3110.36,85402985
2016/6/20,3112.67,63587141
2016/6/21,3106.32,87965345
2016/6/22,3133.96,66487113
2016/6/23,3117.32,67751738
2016/6/24,3077.16,104792208
2016/6/27,3120.54,83267259
2016/6/28,3136.4,92024637
2016/6/29,3151.39,103723668
2016/6/30,3153.92,79692617
2016/7/1,3154.2,71746283
2016/7/4,3204.7,133310529
2016/7/5,3207.38,130226895
2016/7/6,3216.8,124897458
2016/7/7,3209.95,118595202
2016/7/8,3192.28,89734855
2016/7/11,3203.33,138529511
2016/7/12,3273.18,172534217
2016/7/13,3282.87,175196090
2016/7/14,3276.76,107525798
2016/7/15,3276.28,102665026
2016/7/18,3262.02,110312518
2016/7/19,3248.23,88886861
2016/7/20,3237.6,72701255
2016/7/21,3252.52,86004825
2016/7/22,3225.16,86029128
2016/7/25,3230.89,70203185
2016/7/26,3269.59,81051089
2016/7/27,3218.24,160188665
2016/7/28,3221.14,112779964
2016/7/29,3203.93,88044837
2016/8/1,3176.81,87003497
2016/8/2,3189.05,62167639
2016/8/3,3193.51,72864102
2016/8/4,3201.29,73504373
2016/8/5,3205.11,77196366
2016/8/8,3234.18,86676051
2016/8/9,3256.98,91065259
2016/8/10,3243.34,90430372
2016/8/11,3233.36,101041213
2016/8/12,3294.23,116254044
2016/8/15,3393.42,220543421
2016/8/16,3378.25,196389740
2016/8/17,3373.05,138847688
2016/8/18,3364.49,142380169
2016/8/19,3365.02,119961508
2016/8/22,3336.79,107951008
2016/8/23,3341.83,92924516
2016/8/24,3329.86,81191429
2016/8/25,3308.97,100589153
2016/8/26,3307.09,81530691
2016/8/29,3307.78,77036333
2016/8/30,3311.99,75725987
2016/8/31,3327.79,79570805
2016/9/1,3301.58,84947219
2016/9/2,3314.11,82791803
2016/9/5,3319.68,78292477
2016/9/6,3342.63,98283998
2016/9/7,3340.82,102940106
2016/9/8,3339.56,71916158
2016/9/9,3318.04,82657036
2016/9/12,3262.6,122917682
2016/9/13,3260.33,67180288
2016/9/14,3238.73,70432697
2016/9/19,3263.12,58831082
2016/9/20,3257.4,52784206
2016/9/21,3266.64,59142979
2016/9/22,3291.12,75753542
2016/9/23,3275.67,57993986
2016/9/26,3220.28,70452186
2016/9/27,3240.75,58460550
2016/9/28,3230.89,44727498
2016/9/29,3244.39,55452556
2016/9/30,3253.28,44978022
2016/10/10,3293.87,80519260
2016/10/11,3306.56,87713163
2016/10/12,3300.01,68669781
2016/10/13,3302.65,81224198
2016/10/14,3305.85,82316271
2016/10/17,3277.88,86113509
2016/10/18,3321.33,102860714
2016/10/19,3316.24,101167725
2016/10/20,3318.6,79238871
2016/10/21,3327.74,109785176
2016/10/24,3367.58,153014345
2016/10/25,3367.45,111191693
2016/10/26,3354.8,98024786
2016/10/27,3345.7,77629851
2016/10/28,3340.13,93133309
2016/10/31,3336.28,71352863
2016/11/1,3359.05,74938199
2016/11/2,3333.35,91197104
2016/11/3,3365.08,126223504
2016/11/4,3354.17,104069655
2016/11/7,3356.59,99877988
2016/11/8,3371.12,103148282
2016/11/9,3353.05,139110059
2016/11/10,3390.61,134705535
2016/11/11,3417.22,198781496
2016/11/14,3430.25,213247105
2016/11/15,3429.87,134566320
2016/11/16,3429.59,129808511
2016/11/17,3436.53,121561731
2016/11/18,3417.46,115951205
2016/11/21,3441.11,146434529
2016/11/22,3468.36,168523446
