Area,Element,Unit,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,Y2041,Y2042,Y2043,Y2044,Y2045,Y2046,Y2047,Y2048,Y2049,Y2050,Y2051,Y2052,Y2053,Y2054,Y2055,Y2056,Y2057,Y2058,Y2059,Y2060,Y2061,Y2062,Y2063,Y2064,Y2065,Y2066,Y2067,Y2068,Y2069,Y2070,Y2071,Y2072,Y2073,Y2074,Y2075,Y2076,Y2077,Y2078,Y2079,Y2080,Y2081,Y2082,Y2083,Y2084,Y2085,Y2086,Y2087,Y2088,Y2089,Y2090,Y2091,Y2092,Y2093,Y2094,Y2095,Y2096,Y2097,Y2098,Y2099,Y2100
Cyprus,Total Population - Male,1000 persons,243.639,246.095,248.63,251.602,255.237,259.544,264.407,269.509,274.418,278.611,281.667,283.341,283.826,283.736,283.952,285.115,287.439,290.715,294.706,298.977,303.231,307.389,311.537,315.698,319.942,324.302,328.848,333.511,338.021,341.966,345.131,347.357,348.849,350.197,352.208,355.457,360.138,366.103,373.085,380.697,388.631,396.833,405.363,414.114,422.947,431.793,440.547,449.172,457.779,466.5,475.427,484.572,493.851,503.068,512.008,520.474,528.424,535.88,542.867,549.417,555.582,561.358,566.741,571.805,576.673,581.395,586.03,590.551,594.975,599.297,603.514,607.63,611.67,615.577,619.289,622.752,625.953,628.917,631.713,634.435,637.154,639.879,642.614,645.333,648.006,650.631,653.179,655.677,658.104,660.476,662.765,664.971,667.097,669.136,671.063,672.888,674.601,676.197,677.679,679.038,680.277,681.39,682.38,683.255,684.016,684.655,685.19,685.617,685.942,686.176,686.323,686.393,686.387,686.303,686.156,685.952,685.697,685.39,685.016,684.61,684.134,683.603,683.014,682.389,681.713,680.982,680.211,679.399,678.549,677.67,676.762,675.83,674.876,673.912,672.939,671.95,670.98,670.001,669.049,668.125,667.239,666.417,665.649,664.921,664.262,663.656,663.117,662.64,662.229,661.903,661.658
Cyprus,Total Population - Female,1000 persons,250.379,254.289,258,261.827,265.949,270.426,275.161,279.956,284.479,288.358,291.266,293.061,293.87,294.182,294.676,295.857,297.874,300.586,303.789,307.144,310.387,313.471,316.465,319.407,322.38,325.451,328.676,332.01,335.232,338.044,340.277,341.813,342.867,343.879,345.507,348.237,352.197,357.281,363.391,370.346,377.985,386.288,395.247,404.636,414.157,423.598,432.879,442.018,450.931,459.549,467.861,475.702,483.117,490.494,498.402,507.183,517.084,527.828,538.701,548.672,557.035,563.479,568.305,572.061,575.624,579.592,584.159,589.134,594.287,599.277,603.847,607.958,611.72,615.215,618.58,621.922,625.262,628.557,631.783,634.884,637.819,640.591,643.21,645.699,648.106,650.428,652.7,654.902,657.03,659.07,661.009,662.841,664.577,666.21,667.726,669.125,670.411,671.575,672.615,673.525,674.312,674.974,675.507,675.924,676.223,676.404,676.473,676.446,676.323,676.108,675.812,675.439,675.002,674.498,673.941,673.331,672.686,671.997,671.268,670.511,669.71,668.878,668.025,667.145,666.232,665.311,664.38,663.424,662.456,661.493,660.537,659.597,658.664,657.749,656.85,655.978,655.117,654.292,653.494,652.734,652.012,651.329,650.685,650.09,649.533,649.036,648.575,648.17,647.814,647.503,647.253
Cyprus,Rural population,1000 persons,353.795,354.518,354.993,355.71,356.9,358.609,360.648,363.631,366.536,368.424,368.806,367.885,365.83,363.07,360.594,359.108,358.808,359.456,360.738,362.201,363.501,364.552,365.455,363.558,353.243,342.568,331.644,320.497,308.892,296.632,283.66,270.091,256.175,251.101,249.421,248.556,248.59,249.389,250.811,252.643,254.703,256.963,259.417,263.702,268.585,273.398,278.092,282.661,287.106,291.459,295.736,299.901,305.847,312.451,319.186,326.096,333.253,340.577,347.846,354.733,361.031,366.624,371.602,375.923,379.9,383.751,387.536,391.192,394.652,397.812,400.589,402.982,405.014,406.702,408.059,409.093,409.808,410.199,410.267,410.015,409.443,408.55,407.343,405.821,403.993,401.856,399.417,396.681,393.647,390.559,387.412,384.21,380.955,377.646,374.285,370.872,367.405,363.889,360.322,356.696,353.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Urban population,1000 persons,140.22,145.863,151.634,157.724,164.284,171.363,178.917,185.83,192.359,198.558,204.124,208.51,211.861,214.843,218.033,221.858,226.5,231.852,237.755,243.912,250.12,256.307,262.547,271.553,289.096,307.187,325.89,345.031,364.359,383.379,401.746,419.082,435.527,442.976,448.296,455.131,463.751,473.991,485.668,498.401,511.911,526.166,541.192,555.049,568.525,581.986,595.331,608.531,621.598,634.591,647.55,660.381,671.119,681.112,691.224,701.562,712.256,723.135,733.717,743.343,751.576,758.211,763.46,767.973,772.409,777.234,782.589,788.359,794.433,800.615,806.754,812.868,819.014,825.235,831.571,838.047,844.677,851.455,858.391,865.493,872.761,880.194,887.804,895.587,903.552,911.686,919.997,928.48,937.11,945.643,954.053,962.331,970.481,978.488,986.349,994.052,1001.587,1008.949,1016.129,1023.089,1029.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,Total Population - Both sexes,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10358.69,10360.969,10358.193,10350.309,10338.339,10323.247,10306.411,10289.373,10271.008,10252.261,10239.136,10239.439,10258.167,10298.614,10357.538,10425.266,10488.155,10536.518,10566.517,10581.293,10586.533,10591.108,10601.397,10618.857,10641.034,10665.677,10689.209,10708.981,10724.555,10736.784,10745.883,10752.385,10756.696,10758.834,10758.628,10756.158,10751.514,10744.834,10736.211,10725.889,10714.25,10701.789,10688.923,10675.832,10662.665,10649.702,10637.25,10625.536,10614.697,10604.738,10595.607,10587.198,10579.387,10572.128,10565.359,10558.845,10552.34,10545.581,10538.474,10530.904,10522.608,10513.321,10502.806,10491.008,10477.894,10463.393,10447.442,10430.02,10411.17,10391.02,10369.831,10347.945,10325.663,10303.175,10280.644,10258.45,10237.017,10216.7,10197.694,10180.141,10164.238,10150.189,10138.131,10128.171,10120.323,10114.57,10110.783,10108.889,10108.843,10110.578,10113.939,10118.704,10124.68,10131.728,10139.777,10148.667,10158.27,10168.46,10179.098,10190.051,10201.201,10212.421,10223.573,10234.545,10245.209,10255.423,10265.087,10274.064
Czechia,Total Population - Male,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031.305,5033.58,5033.39,5030.758,5026.242,5020.158,5013.029,5005.519,4996.849,4987.629,4981.56,4983.511,4996.558,5022.739,5060.024,5102.449,5141.597,5171.516,5189.846,5198.561,5201.213,5203.351,5208.98,5219.039,5232.015,5246.598,5260.628,5272.522,5282.038,5289.727,5295.738,5300.392,5303.955,5306.425,5307.725,5307.926,5307.109,5305.362,5302.755,5299.4,5295.505,5291.322,5287.062,5282.812,5278.646,5274.666,5270.998,5267.735,5264.92,5262.542,5260.544,5258.821,5257.275,5255.869,5254.572,5253.264,5251.792,5250.054,5247.974,5245.522,5242.583,5239.026,5234.773,5229.806,5224.111,5217.69,5210.533,5202.662,5194.102,5184.936,5175.29,5165.345,5155.248,5145.08,5134.94,5125.018,5115.514,5106.591,5098.352,5090.856,5084.182,5078.405,5073.58,5069.745,5066.908,5065.04,5064.116,5064.066,5064.857,5066.483,5068.852,5071.872,5075.44,5079.512,5084.025,5088.91,5094.078,5099.455,5104.972,5110.577,5116.213,5121.828,5127.368,5132.783,5138.017,5143.006,5147.683,5152.002
Czechia,Total Population - Female,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327.389,5327.384,5324.8,5319.544,5312.104,5303.086,5293.375,5283.855,5274.17,5264.635,5257.571,5255.933,5261.607,5275.87,5297.511,5322.818,5346.558,5364.998,5376.666,5382.741,5385.316,5387.753,5392.41,5399.829,5409.017,5419.081,5428.585,5436.46,5442.515,5447.055,5450.15,5451.996,5452.749,5452.412,5450.898,5448.23,5444.404,5439.468,5433.459,5426.495,5418.746,5410.462,5401.856,5393.016,5384.017,5375.032,5366.247,5357.805,5349.78,5342.192,5335.065,5328.381,5322.113,5316.258,5310.782,5305.587,5300.546,5295.536,5290.5,5285.38,5280.033,5274.3,5268.036,5261.197,5253.785,5245.709,5236.908,5227.362,5217.062,5206.084,5194.54,5182.597,5170.424,5158.098,5145.697,5133.435,5121.508,5110.115,5099.345,5089.287,5080.056,5071.779,5064.545,5058.429,5053.417,5049.523,5046.666,5044.832,5043.981,5044.1,5045.086,5046.829,5049.235,5052.216,5055.743,5059.755,5064.195,5069,5074.12,5079.475,5084.987,5090.589,5096.206,5101.76,5107.187,5112.424,5117.397,5122.068
Czechia,Rural population,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.961,2613.909,2626.627,2638.101,2648.516,2658.157,2667.354,2676.516,2683.121,2685.263,2688.862,2695.998,2707.979,2725.691,2748.296,2773.375,2797.43,2817.955,2834,2837.581,2829.75,2820.933,2812.446,2804.473,2795.276,2784.67,2772.368,2758.156,2742.083,2724.286,2704.725,2683.357,2660.167,2635.197,2608.526,2580.225,2550.387,2519.109,2486.466,2452.57,2417.605,2381.779,2345.272,2308.18,2270.578,2232.573,2194.272,2155.771,2117.161,2078.545,2040.591,2003.327,1966.698,1930.683,1895.255,1860.352,1825.908,1791.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,Urban population,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7759.011,7747.333,7731.829,7712.469,7690.077,7665.331,7639.291,7613.078,7588.083,7567.176,7550.415,7543.538,7550.197,7572.597,7608.29,7650.419,7689.415,7718.331,7734.715,7749.174,7764.731,7777.593,7791.316,7806.474,7823.027,7840.58,7858.221,7875.268,7891.767,7908.002,7923.744,7938.734,7952.77,7965.816,7977.926,7989.114,7999.475,8009.087,8017.973,8026.262,8034.314,8042.595,8051.501,8061.151,8071.585,8082.959,8095.426,8109.076,8123.933,8139.872,8156.093,8172.333,8188.419,8204.297,8219.889,8234.964,8249.233,8262.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,Total Population - Both sexes,1000 persons,12339.192,12517.934,12697.798,12870.898,13031.712,13177.174,13306.776,13422.41,13528.008,13628.98,13730.303,13834.562,13940.264,14041.044,14127.799,14194.829,14239.268,14265.666,14284.766,14311.48,14356.51,14422.779,14506.938,14605.47,14712.387,14822.495,14936.267,15053.229,15166.116,15265.749,15345.814,15402.865,15439.144,15461.094,15478.313,15497.941,15521.594,15547.433,15574.974,15602.688,15629.329,15655.687,15682.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,Total Population - Male,1000 persons,5989.047,6081.047,6175.043,6265.962,6350.288,6426.009,6492.697,6551.452,6604.628,6655.52,6707.146,6761.027,6816.137,6868.411,6912.069,6943.448,6960.744,6966.703,6967.882,6973.361,6989.701,7018.754,7058.506,7106.747,7159.719,7214.267,7270.523,7328.429,7384.307,7433.527,7472.928,7500.756,7518.087,7528.098,7535.553,7544.003,7554.243,7565.374,7577.276,7589.371,7601.148,7613.038,7625.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,Total Population - Female,1000 persons,6350.149,6436.877,6522.756,6604.924,6681.411,6751.165,6814.083,6870.96,6923.379,6973.46,7023.16,7073.534,7124.132,7172.634,7215.731,7251.373,7278.52,7298.958,7316.89,7338.111,7366.809,7404.023,7448.43,7498.722,7552.658,7608.23,7665.739,7724.793,7781.817,7832.223,7872.886,7902.106,7921.059,7932.985,7942.766,7953.928,7967.349,7982.065,7997.685,8013.309,8028.184,8042.649,8056.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,Rural population,1000 persons,6484.346,6523.486,6562.022,6596.263,6623.311,6641.84,6651.602,6653.805,6650.019,6642.755,6634.063,6620.723,6596.831,6568.625,6532.407,6486.506,6429.774,6364.598,6295.673,6229.61,6170.299,6070.946,5943.244,5821.249,5701.9,5583.566,5466.273,5350.55,5233.457,5112.636,4986.491,4943.896,4940.552,4932.605,4922.665,4912.779,4903.29,4893.755,4884.111,4874.147,4863.528,4864.958,4891.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,Urban population,1000 persons,5854.846,5994.446,6135.775,6274.618,6408.388,6535.324,6655.168,6768.597,6877.988,6986.232,7096.253,7213.858,7343.451,7472.425,7595.408,7708.353,7809.546,7901.144,7989.191,8082.005,8186.359,8352.003,8563.87,8784.407,9010.679,9239.118,9470.185,9702.868,9932.854,10153.306,10359.511,10459.163,10498.791,10528.691,10555.868,10585.389,10618.544,10653.936,10691.14,10728.827,10766.095,10791.027,10790.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,Total Population - Both sexes,1000 persons,10549.472,10248.496,10049.029,9957.242,9972.436,10086.991,10285.94,10547.389,10843.979,11145.152,11424.176,11665.595,11871.712,12065.468,12282.419,12547.525,12864.954,13222.694,13609.982,14010.339,14410.4,14809.521,15207.771,15593.351,15952.078,16274.74,16554.746,16796.578,17015.983,17235.666,17472.14,17731.23,18008.564,18298.214,18590.138,18877.238,19156.795,19431.986,19708.323,19993.755,20293.054,20609.15,20937.404,21265.834,21577.982,21862.299,22113.438,22335.267,22536.753,22731.482,22929.075,23132.98,23339.453,23542.426,23732.731,23904.167,24054.864,24188.331,24310.142,24428.341,24548.836,24673.395,24800.645,24929.497,25057.79,25183.833,25307.665,25429.825,25549.604,25666.161,25778.816,25887.041,25990.679,26089.81,26184.724,26275.484,26362.043,26443.899,26520.116,26589.548,26651.329,26705.19,26751.21,26789.463,26820.127,26843.43,26859.423,26868.296,26870.568,26866.948,26858.033,26844.105,26825.439,26802.601,26776.256,26746.916,26714.944,26680.485,26643.524,26603.926,26561.619,26516.714,26469.409,26419.794,26367.968,26314.042,26258.065,26200.151,26140.334,26078.655,26015.181,25949.985,25883.158,25814.738,25744.756,25673.261,25600.322,25526.063,25450.651,25374.294,25297.149,25219.303,25140.838,25061.939,24982.803,24903.578,24824.366,24745.153,24665.84,24586.289,24506.351,24425.987,24345.233,24264.089,24182.604,24100.769,24018.608,23936.039,23852.915,23768.994,23684.126,23598.266,23511.455,23423.774,23335.354,23246.291,23156.662,23066.506,22975.841,22884.632,22792.829
Democratic People's Republic of Korea,Total Population - Male,1000 persons,4871.824,4703.998,4591.147,4536.203,4538.506,4593.824,4694.096,4827.695,4980.151,5135.341,5279.176,5403.446,5509.271,5608.515,5719.678,5855.746,6018.837,6202.697,6401.762,6607.588,6813.288,7018.535,7223.368,7421.783,7606.56,7773.011,7917.772,8043.12,8157.112,8271.336,8394.23,8528.728,8672.582,8822.808,8974.36,9123.613,9269.208,9412.65,9556.528,9704.659,9859.249,10021.816,10189.996,10357.422,10515.411,10657.909,10782.01,10889.92,10986.937,11080.997,11177.728,11279.172,11383.213,11486.354,11583.283,11670.344,11746.496,11813.654,11874.749,11934.032,11994.618,12057.413,12121.648,12186.651,12251.177,12314.25,12375.845,12436.268,12495.328,12552.762,12608.379,12661.935,12713.285,12762.411,12809.323,12853.985,12896.354,12936.157,12972.836,13005.689,13034.181,13058.17,13077.747,13092.958,13103.946,13110.875,13113.827,13112.959,13108.679,13101.541,13091.998,13080.273,13066.565,13051.304,13034.96,13017.921,13000.419,12982.561,12964.331,12945.642,12926.416,12906.706,12886.597,12866.09,12845.192,12823.885,12802.185,12780.045,12757.358,12733.958,12709.733,12684.644,12658.717,12631.903,12604.16,12575.48,12545.866,12515.383,12484.091,12452.149,12419.672,12386.679,12353.25,12319.549,12285.772,12252.065,12218.504,12185.077,12151.783,12118.542,12085.309,12052.065,12018.813,11985.48,11952.011,11918.328,11884.42,11850.224,11815.626,11780.485,11744.686,11708.178,11670.955,11633.048,11594.496,11555.326,11515.578,11475.247,11434.323,11392.791,11350.606
Democratic People's Republic of Korea,Total Population - Female,1000 persons,5677.646,5544.505,5457.873,5421.041,5433.928,5493.173,5591.839,5719.69,5863.826,6009.811,6145.013,6262.146,6362.455,6456.953,6562.739,6691.778,6846.11,7020.006,7208.214,7402.751,7597.103,7790.983,7984.397,8171.57,8345.517,8501.726,8636.972,8753.448,8858.872,8964.332,9077.914,9202.501,9335.986,9475.404,9615.782,9753.613,9887.583,10019.342,10151.788,10289.098,10433.808,10587.335,10747.411,10908.41,11062.568,11204.391,11331.418,11445.343,11549.817,11650.473,11751.35,11853.81,11956.24,12056.08,12149.457,12233.823,12308.37,12374.676,12435.394,12494.308,12554.222,12615.979,12678.99,12742.849,12806.616,12869.582,12931.82,12993.548,13054.278,13113.396,13170.436,13225.11,13277.39,13327.403,13375.391,13421.501,13465.696,13507.739,13547.276,13583.864,13617.148,13647.011,13673.465,13696.507,13716.184,13732.554,13745.596,13755.333,13761.885,13765.405,13766.033,13763.834,13758.875,13751.301,13741.295,13728.994,13714.526,13697.922,13679.19,13658.291,13635.198,13610.006,13582.809,13553.697,13522.778,13490.155,13455.891,13420.107,13382.979,13344.699,13305.443,13265.336,13224.437,13182.841,13140.6,13097.781,13054.456,13010.685,12966.561,12922.142,12877.481,12832.621,12787.587,12742.387,12697.033,12651.511,12605.86,12560.063,12514.057,12467.748,12421.04,12373.923,12326.421,12278.613,12230.593,12182.436,12134.179,12085.816,12037.288,11988.51,11939.444,11890.096,11840.502,11790.731,11740.867,11690.96,11641.085,11591.256,11541.52,11491.844,11442.227
Democratic People's Republic of Korea,Rural population,1000 persons,7279.136,6982.515,6757.992,6607.469,6527.318,6509.885,6542.803,6610.398,6693.611,6772.993,6832.266,6863.782,6869.469,6863.368,6865.605,6889.758,6936.207,6997.267,6939.433,6779.794,6599.963,6708.401,6812.48,6907.33,6986.642,7046.962,7161.573,7259.48,7347.503,7435.471,7530.492,7615.776,7708.083,7804.841,7901.691,7995.732,8085.724,8173.079,8260.085,8350.182,8445.194,8546.319,8651.524,8755.951,8860.053,8959.537,9045.032,9118.285,9182.867,9244.274,9306.352,9370.467,9435.113,9498.234,9556.633,9608.248,9652.459,9690.536,9724.246,9737.39,9744.048,9751.147,9758.191,9765.036,9770.814,9775.101,9774.246,9768.556,9757.856,9742.025,9720.959,9694.574,9662.808,9625.647,9583.099,9535.152,9481.823,9423.076,9358.774,9288.755,9212.947,9131.419,9044.33,8951.847,8854.171,8751.539,8644.167,8532.331,8416.407,8296.838,8174.104,8048.835,7922.844,7796.728,7670.666,7544.828,7419.349,7294.345,7169.923,7046.182,6923.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,Urban population,1000 persons,3270.336,3265.981,3291.037,3349.773,3445.118,3577.106,3743.137,3936.991,4150.368,4372.159,4591.91,4801.813,5002.243,5202.1,5416.814,5657.767,5928.747,6225.427,6670.549,7230.545,7810.437,8101.12,8395.291,8686.021,8965.436,9227.778,9393.173,9537.098,9668.48,9800.195,9941.648,10115.454,10300.481,10493.373,10688.447,10881.506,11071.071,11258.907,11448.238,11643.573,11847.86,12062.831,12285.88,12509.883,12717.929,12902.762,13068.516,13217.353,13354.469,13487.711,13622.723,13761.343,13901.568,14040.306,14172.865,14295.919,14408.638,14512.753,14610.9,14725.631,14847.551,14971.151,15095.843,15220.94,15345.549,15468.816,15594.374,15722.409,15852.816,15985.383,16119.904,16256.188,16394.046,16533.344,16673.964,16815.725,16958.464,17101.899,17245.516,17388.698,17530.948,17671.965,17811.595,17949.655,18085.982,18220.46,18352.869,18483.061,18611.036,18736.846,18860.424,18981.397,19098.139,19210.431,19318.465,19422.437,19522.481,19618.702,19711.211,19800.104,19885.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,Total Population - Both sexes,1000 persons,12183.659,12428.904,12681.016,12944.448,13222.539,13517.513,13830.427,14161.23,14508.917,14871.781,15248.251,15637.699,16041.19,16461.83,16903.831,17369.883,17862.049,18378.625,18913.878,19459.816,20011.036,20564.067,21121.363,21690.443,22282.136,22903.581,23560.464,24249.13,24956.385,25663.592,26358.908,27040.322,27717.291,28403.851,29119.673,29881.229,30683.869,31528.708,32443.781,33464.765,34612.023,35908.244,37333.914,38815.834,40252.975,41576.234,42757.243,43827.18,44849.967,45919.613,47105.826,48428.545,49871.666,51425.58,53068.88,54785.903,56578.037,58453.683,60411.195,62448.574,64563.854,66755.153,69020.747,71358.807,73767.447,76244.544,78789.127,81398.764,84068.091,86790.567,89561.403,92377.993,95240.792,98151.954,101115.266,104133.564,107206.339,110332.495,113513.529,116751.294,120046.726,123399.669,126808.361,130269.906,133780.462,137336.559,140936.011,144577.155,148257.486,151974.456,155725.44,159508.314,163320.459,167158.236,171017.607,174895.139,178788.138,182694.944,186614.423,190545.957,194488.658,198440.721,202400.064,206365.214,210334.72,214307.041,218280.477,222253.136,226222.971,230187.837,234145.624,238094.232,242031.728,245956.365,249866.493,253760.235,257635.568,261490.08,265321.067,269125.594,272900.872,276644.25,280353.431,284026.359,287661.133,291255.578,294807.9,298315.302,301773.496,305177.528,308523.387,311808.605,315032.145,318193.455,321292.688,324329.8,327303.746,330213.321,333058.229,335838.369,338553.573,341203.445,343787.44,346304.927,348755.316,351138.1,353452.92,355699.59,357878.063,359988.459,362031.083
Democratic Republic of the Congo,Total Population - Male,1000 persons,5707.091,5834.751,5965.775,6102.341,6246.056,6398.042,6558.793,6728.316,6906.135,7091.447,7283.489,7481.985,7687.464,7901.43,8125.957,8362.334,8611.594,8872.903,9143.52,9419.615,9698.575,9978.729,10261.287,10549.874,10849.712,11164.285,11496.337,11844.109,12201.176,12558.451,12910.158,13255.365,13598.684,13946.969,14309.785,14695.192,15100.842,15527.306,15988.587,16502.469,17079.144,17729.899,18445.038,19188.198,19909.195,20573.715,21167.682,21706.64,22222.367,22761.644,23359.141,24024.789,24750.634,25531.974,26358.262,27221.813,28123.31,29066.903,30051.807,31077.037,32141.617,33244.602,34385.069,35561.914,36773.965,38019.96,39299.343,40610.874,41951.875,43319.103,44710.172,46123.737,47559.978,49019.958,50505.529,52018.089,53557.365,55122.773,56715.031,58335.017,59983.165,61659.373,63362.731,65091.768,66844.529,68619.27,70414.874,72230.454,74064.759,75916.459,77784.227,79666.963,81563.34,83471.497,85389.393,87315.261,89247.741,91185.984,93129.386,95077.635,97030.264,98986.341,100944.799,102904.878,104865.822,106826.824,108787.011,110745.433,112701.014,114652.619,116599.18,118539.581,120472.86,122398.196,124314.848,126221.922,128118.442,130003.132,131874.512,133730.915,135570.826,137392.87,139195.927,140979.07,142741.419,144482.028,146200.022,147893.999,149561.785,151200.814,152809.071,154385.282,155929.057,157440.341,158919.509,160366.739,161781.689,163163.735,164512.61,165828.058,167109.877,168357.904,169572.015,170752.163,171898.299,173010.424,174088.556,175132.721,176142.997,177119.471,178062.233
Democratic Republic of the Congo,Total Population - Female,1000 persons,6476.571,6594.156,6715.236,6842.109,6976.477,7119.474,7271.632,7432.907,7602.78,7780.341,7964.767,8155.715,8353.723,8560.398,8777.873,9007.548,9250.458,9505.717,9770.354,10040.203,10312.458,10585.333,10860.073,11140.574,11432.415,11739.302,12064.133,12405.018,12755.211,13105.147,13448.747,13784.964,14118.609,14456.889,14809.878,15186.03,15583.035,16001.396,16455.197,16962.298,17532.879,18178.341,18888.879,19627.637,20343.778,21002.524,21589.557,22120.551,22627.601,23157.971,23746.689,24403.745,25121.036,25893.609,26710.607,27564.081,28454.736,29386.784,30359.388,31371.535,32422.236,33510.549,34635.68,35796.89,36993.48,38224.572,39489.787,40787.891,42116.217,43471.465,44851.232,46254.249,47680.804,49131.993,50609.736,52115.465,53648.974,55209.72,56798.502,58416.285,60063.555,61740.29,63445.628,65178.141,66935.929,68717.281,70521.146,72346.699,74192.73,76057.999,77941.213,79841.353,81757.117,83686.741,85628.223,87579.873,89540.387,91508.962,93485.038,95468.326,97458.399,99454.386,101455.264,103460.335,105468.906,107480.222,109493.465,111507.705,113521.957,115535.215,117546.449,119554.65,121558.867,123558.165,125551.643,127538.306,129517.123,131486.944,133446.56,135394.684,137330.043,139251.38,141157.499,143047.29,144919.696,146773.551,148607.882,150421.302,152211.703,153976.703,155714.32,157423.325,159103.084,160753.116,162373.188,163963.058,165522.053,167049.579,168545.617,170010.314,171443.699,172845.549,174215.432,175552.772,176857.018,178127.676,179364.37,180566.87,181735.065,182868.996,183968.849
Democratic Republic of the Congo,Rural population,1000 persons,9856.58,10017.199,10181.383,10352.736,10533.605,10725.609,10929.339,11144.727,11370.589,11605.471,11847.891,12115.584,12392.085,12679.707,12981.478,13299.411,13634.742,13986.025,14348.694,14716.771,15085.912,15453.539,15821.373,16195.155,16582.571,16988.786,17417.647,17866.43,18325.007,18779.747,19221.94,19650.527,20072.137,20496.83,20938.34,21362.869,21808.539,22275.792,22784,23358.315,24011.202,24757.123,25580.052,26427.813,27228.905,27936.571,28532.562,29040.816,29505.448,29990.701,30542.153,31172.281,31867.429,32619.349,33411.557,34229.993,35072.91,35944.533,36842.282,37763.464,38705.362,39665.446,40641.055,41629.125,42626.472,43630.111,44637.912,45647.604,46656.05,47659.965,48656.754,49644.313,50621.756,51589.277,52547.782,53497.7,54438.216,55368.264,56287.864,57197.617,58099.463,58986.406,59859.737,60717.775,61558.684,62380.699,63182.493,63962.623,64719.105,65449.838,66153.051,66827.525,67472.372,68086.616,68669.42,69220.064,69737.822,70222.16,70672.852,71089.834,71473.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
