Area,Element,Unit,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,Y2041,Y2042,Y2043,Y2044,Y2045,Y2046,Y2047,Y2048,Y2049,Y2050,Y2051,Y2052,Y2053,Y2054,Y2055,Y2056,Y2057,Y2058,Y2059,Y2060,Y2061,Y2062,Y2063,Y2064,Y2065,Y2066,Y2067,Y2068,Y2069,Y2070,Y2071,Y2072,Y2073,Y2074,Y2075,Y2076,Y2077,Y2078,Y2079,Y2080,Y2081,Y2082,Y2083,Y2084,Y2085,Y2086,Y2087,Y2088,Y2089,Y2090,Y2091,Y2092,Y2093,Y2094,Y2095,Y2096,Y2097,Y2098,Y2099,Y2100
Mozambique,Total Population - Female,1000 persons,3046.506,3097.638,3151.359,3207.402,3265.615,3326.026,3388.754,3454.124,3522.516,3594.408,3670.212,3750.13,3834.045,3921.468,4011.674,4104.143,4198.972,4296.393,4396.281,4498.491,4603.068,4709.088,4816.849,4929.045,5049.342,5179.888,5321.245,5471.195,5625.629,5778.909,5926.452,6070.465,6211.288,6340.667,6447.989,6527.783,6572.971,6591.163,6609.431,6664.701,6782.356,6974.363,7230.35,7525.939,7825.134,8102.009,8348.528,8573.181,8786.523,9005.611,9242.786,9500.555,9774.105,10059.816,10351.803,10645.921,10941.733,11241.381,11546.279,11858.644,12180.274,12511.359,12852.03,13204.033,13569.528,13949.963,14346.169,14757.711,15183.127,15620.192,16067.2,16523.661,16989.821,17465.673,17951.442,18447.186,18952.686,19467.518,19991.371,20523.911,21064.802,21613.755,22170.566,22735.087,23307.202,23886.744,24473.499,25067.15,25667.312,26273.555,26885.466,27502.747,28125.149,28752.452,29384.467,30020.995,30661.79,31306.551,31954.88,32606.367,33260.629,33917.333,34576.296,35237.455,35900.865,36566.467,37234.032,37903.211,38573.645,39244.938,39916.699,40588.622,41260.407,41931.583,42601.626,43270.082,43936.527,44600.686,45262.386,45921.554,46578.029,47231.553,47881.692,48527.883,49169.457,49805.848,50436.664,51061.657,51680.631,52293.425,52899.871,53499.742,54092.749,54678.49,55256.582,55826.686,56388.521,56941.975,57487.062,58023.918,58552.572,59072.934,59584.771,60087.8,60581.689,61066.182,61541.064,62006.171,62461.449,62906.878,63342.524
Mozambique,Rural population,1000 persons,5815.578,5898.869,5988.693,6084.339,6185.174,6290.727,6400.628,6514.714,6632.84,6755.001,6881.225,7009.579,7141.274,7276.704,7415.691,7558.311,7704.639,7855.097,8010.264,8170.989,8337.891,8503.473,8667.774,8839.301,9022.639,9220.136,9431.677,9653.021,9876.171,10091.065,10289.336,10428.232,10543.556,10623.097,10646.478,10604.869,10487.368,10310.519,10122.207,9984.686,9935.737,10127.821,10415.478,10761.306,11110.894,11426.146,11696.621,11935.569,12211.321,12499.372,12810.292,13146.513,13501.744,13873.191,14255.83,14646.262,15044.085,15451.006,15802.686,16154.357,16511.748,16874.793,17242.761,17615.928,17993.425,18375.089,18760.441,19149.788,19542.053,19935.885,20330.756,20726.122,21121.577,21516.806,21911.568,22305.519,22698.128,23088.773,23476.915,23861.99,24243.408,24620.633,24993.048,25359.858,25720.206,26073.38,26418.874,26756.321,27085.364,27405.733,27717.244,28019.84,28313.618,28598.93,28876.899,29142.678,29397.324,29640.637,29872.568,30093.162,30302.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,Urban population,1000 persons,336.659,349.848,363.891,378.749,394.46,411.022,428.464,446.772,466.019,486.231,507.47,531.746,557.865,585.368,614.334,644.765,676.816,710.577,746.217,783.82,823.643,871.671,927.988,988.279,1053.533,1124.358,1201.255,1283.915,1371.875,1463.914,1558.995,1704.842,1865.687,2034.611,2207.302,2379.536,2547.017,2710.342,2880.346,3074.927,3311.912,3464.149,3655.753,3875.689,4106.15,4332.986,4551.611,4765.782,4925.459,5085.497,5257.395,5442.245,5637.914,5843.407,6056.875,6276.808,6503.378,6737.381,7044.072,7369.706,7709.657,8064.212,8433.845,8818.444,9218.957,9635.602,10069.035,10519.046,10986.62,11472.938,11978.439,12503.542,13048.749,13614.614,14201.743,14810.679,15441.834,16095.537,16772.147,17471.98,18195.295,18942.349,19713.291,20508.067,21326.488,22168.384,23033.664,23922.259,24833.993,25768.635,26725.869,27705.269,28706.234,29727.82,30768.272,31831.909,32917.11,34023.745,35151.82,36301.434,37472.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,Total Population - Both sexes,1000 persons,17779.628,18103.968,18440.671,18792.737,19162.184,19550.071,19956.4,20380.222,20819.754,21272.685,21736.942,22211.624,22697.667,23198.241,23717.788,24259.359,24823.94,25410.06,26015.248,26635.849,27269.069,27913.75,28570.097,29238.168,29918.461,30611.095,31314.341,32026.742,32748.784,33481.396,34224.313,34976.462,35734.272,36491.8,37241.527,37977.086,38698.482,39404.335,40085.651,40731.426,41335.199,41890.197,42401.684,42890.002,43383.428,43901.598,44452.206,45027.233,45611.22,46181.077,46719.701,47225.12,47702.171,48148.902,48564.484,48949.924,49301.05,49621.475,49929.642,50250.367,50600.818,50990.617,51413.704,51852.468,52280.824,52680.726,53045.201,53382.523,53708.32,54045.42,54409.8,54806.012,55227.143,55663.661,56101.111,56528.471,56942.754,57345.561,57735.854,58113.594,58478.494,58829.18,59163.935,59481.898,59782.39,60064.897,60328.907,60574.209,60801.054,61010.013,61201.604,61376.016,61533.453,61674.442,61799.662,61909.753,62005.176,62086.444,62154.331,62209.733,62253.43,62285.93,62307.683,62319.342,62321.566,62314.917,62299.801,62276.465,62244.969,62205.241,62157.257,62101.161,62037.124,61965.132,61885.118,61797.022,61700.948,61596.994,61485.154,61365.378,61237.72,61102.314,60959.345,60808.946,60651.269,60486.516,60314.924,60136.862,59952.749,59763.082,59568.38,59369.007,59165.379,58958.097,58747.816,58535.139,58320.474,58104.177,57886.753,57668.723,57450.523,57232.469,57014.791,56797.623,56581.079,56365.236,56150.161,55935.929,55722.608,55510.255,55298.936
Myanmar,Total Population - Male,1000 persons,8888.865,9032.979,9183.52,9342.117,9509.857,9687.339,9874.563,10071.011,10275.728,10487.456,10705.078,10928.086,11156.963,11393.416,11639.807,11897.753,12167.782,12449.075,12740.218,13039.159,13344.299,13654.99,13971.339,14293.44,14621.658,14956.092,15295.973,15640.474,15989.612,16343.551,16701.977,17064.24,17428.698,17792.719,18153.028,18506.798,18853.939,19193.632,19521.618,19832.72,20123.771,20391.882,20639.309,20874.433,21109,21351.267,21604.122,21864.456,22127.132,22384.217,22629.738,22863.845,23088.026,23299.378,23494.534,23671.965,23828.9,23968.105,24100.378,24240.435,24398.508,24579.872,24780.911,24992.008,25198.879,25391.577,25566.371,25727.603,25883.168,26044.666,26220.19,26412.024,26616.518,26828.606,27040.707,27247.062,27446.035,27638.557,27824.407,28004.034,28177.622,28344.59,28504.007,28655.408,28798.39,28932.647,29057.913,29174.118,29281.371,29379.907,29469.95,29551.573,29624.87,29690.098,29747.566,29797.58,29840.361,29876.146,29905.294,29928.215,29945.258,29956.684,29962.692,29963.652,29959.921,29951.788,29939.48,29923.101,29902.716,29878.291,29849.811,29817.397,29781.128,29740.977,29696.879,29648.823,29596.841,29541.021,29481.427,29418.093,29351.096,29280.557,29206.576,29129.266,29048.745,28965.136,28878.606,28789.357,28697.665,28603.829,28508.16,28410.862,28312.157,28212.344,28111.765,28010.728,27909.423,27808.034,27706.745,27605.73,27505.143,27405.105,27305.705,27207.024,27109.094,27011.954,26915.611,26820.065,26725.283,26631.237,26537.848
Myanmar,Total Population - Female,1000 persons,8890.77,9070.991,9257.155,9450.624,9652.329,9862.728,10081.841,10309.209,10544.024,10785.221,11031.869,11283.54,11540.701,11804.822,12077.978,12361.603,12656.155,12960.979,13275.021,13596.693,13924.764,14258.759,14598.754,14944.728,15296.811,15655.001,16018.374,16386.274,16759.17,17137.846,17522.339,17912.225,18305.575,18699.085,19088.502,19470.289,19844.545,20210.718,20564.035,20898.719,21211.417,21498.31,21762.377,22015.559,22274.421,22550.331,22848.081,23162.767,23484.088,23796.858,24089.96,24361.274,24614.137,24849.529,25069.955,25277.966,25472.149,25653.374,25829.264,26009.931,26202.319,26410.74,26632.792,26860.456,27081.937,27289.147,27478.828,27654.918,27825.15,28000.756,28189.604,28393.99,28610.634,28835.052,29060.399,29281.411,29496.719,29707.008,29911.447,30109.561,30300.868,30484.59,30659.932,30826.489,30983.992,31132.255,31271,31400.09,31519.678,31630.105,31731.66,31824.439,31908.578,31984.342,32052.1,32112.175,32164.818,32210.294,32249.027,32281.514,32308.165,32329.258,32344.992,32355.683,32361.649,32363.126,32360.326,32353.36,32342.256,32326.958,32307.446,32283.763,32256.007,32224.155,32188.229,32148.204,32104.115,32055.967,32003.722,31947.286,31886.621,31821.759,31752.769,31679.677,31602.53,31521.374,31436.325,31347.504,31255.088,31159.257,31060.214,30958.138,30853.215,30745.752,30636.053,30524.413,30411.045,30296.134,30180.008,30062.991,29945.381,29827.372,29709.082,29590.601,29471.979,29353.279,29234.554,29115.868,28997.331,28879.024,28761.081
Myanmar,Rural population,1000 persons,14380.234,14597.774,14819.215,15049.166,15290.338,15544.278,15810.852,16087.72,16371.405,16660.258,16951.283,17243.514,17538.064,17839.504,18153.916,18485.767,18835.977,19202.465,19581.496,19968.28,20358.53,20751.003,21145.982,21571.613,22086.476,22611.731,23145.844,23687.599,24238.039,24798.789,25370.156,25951.713,26540.215,27115.27,27639.117,28146.966,28638.003,29111.822,29562.491,29983.542,30371.017,30720.623,31036.131,31332.607,31629.947,31942.25,32274.303,32620.926,32972.491,33315.064,33637.935,33941.554,34228.006,34492.26,34728.333,34933.87,35105.021,35246.67,35374.487,35510.138,35668.447,35854.775,36064.794,36292.944,36528.875,36757.132,36976.382,37187.526,37387.374,37572.512,37740.21,37888.296,38015.842,38122.975,38210.564,38279.003,38327.677,38355.295,38360.806,38343.013,38300.972,38234.262,38142.689,38025.985,37883.971,37716.653,37524.2,37306.985,37065.628,36801.121,36515.291,36213.223,35897.037,35567.646,35226.087,34873.317,34510.027,34136.894,33754.765,33364.516,32966.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,Urban population,1000 persons,2771.276,2872.286,2977.185,3086.796,3202.137,3323.69,3451.795,3587.324,3730.843,3880.141,4034.84,4194.511,4359.956,4532.398,4713.825,4905.378,5108.201,5322.083,5546.62,5780.363,6022.901,6273.982,6534.162,6775.728,6941.258,7110.236,7282.19,7456.725,7634.191,7815.099,7999.556,8187.417,8377.68,8582.673,8829.771,9075.33,9319.329,9561.419,9799.651,10031.32,10255.233,10469.533,10675.334,10877.171,11082.276,11295.542,11519.007,11750.599,11987.444,12224.371,12457.527,12686.44,12912.214,13132.634,13345.374,13548.744,13741.453,13924.916,14105.265,14290.552,14487.449,14698.256,14921.72,15155.252,15395.307,15646.537,15908.841,16183.083,16468.361,16763.626,17068.066,17381.064,17702.521,18032.802,18372.626,18722.491,19082.399,19451.972,19830.885,20218.668,20614.897,21019.346,21431.837,21852.061,22279.663,22714.271,23155.468,23602.778,24055.612,24513.152,24973.796,25432.616,25887.88,26339.471,26787.39,27231.609,27671.925,28108.141,28540.216,28968.17,29391.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,Total Population - Both sexes,1000 persons,514.384,523.969,534.162,544.903,556.138,567.847,580.023,592.692,605.9,619.697,634.142,649.279,665.115,681.637,698.796,716.584,734.867,753.688,773.422,794.588,817.469,842.354,868.958,896.266,922.903,947.921,971.121,992.956,1014.057,1035.381,1057.727,1080.941,1105.104,1131.632,1162.279,1198.148,1239.928,1286.797,1336.536,1386.01,1432.905,1476.388,1516.958,1555.101,1591.822,1627.865,1663.378,1698.032,1731.639,1763.859,1794.571,1823.672,1851.523,1879.117,1907.745,1938.32,1971.317,2006.514,2043.394,2081.044,2118.874,2156.698,2194.783,2233.508,2273.423,2314.904,2358.044,2402.633,2448.301,2494.53,2540.905,2587.344,2633.874,2680.49,2727.258,2774.2,2821.271,2868.439,2915.722,2963.188,3010.871,3058.774,3106.878,3155.163,3203.619,3252.235,3300.986,3349.858,3398.828,3447.878,3496.97,3546.078,3595.153,3644.166,3693.068,3741.831,3790.408,3838.739,3886.723,3934.216,3981.13,4027.4,4073.009,4117.9,4162.037,4205.403,4247.933,4289.641,4330.554,4370.732,4410.217,4449.023,4487.127,4524.51,4561.122,4596.967,4632.015,4666.286,4699.806,4732.593,4764.675,4796.052,4826.719,4856.679,4885.949,4914.54,4942.452,4969.663,4996.146,5021.861,5046.746,5070.802,5094.035,5116.439,5138.019,5158.793,5178.76,5197.912,5216.248,5233.767,5250.466,5266.348,5281.417,5295.683,5309.15,5321.825,5333.719,5344.827,5355.177,5364.76,5373.588
Namibia,Total Population - Male,1000 persons,255.441,259.797,264.472,269.438,274.683,280.178,285.928,291.956,298.257,304.87,311.821,319.128,326.794,334.803,343.149,351.811,360.712,369.862,379.474,389.819,401.044,413.323,426.483,439.894,452.699,464.316,474.594,483.824,492.466,501.193,510.556,520.521,531.1,543.039,557.263,574.318,594.586,617.639,642.293,666.841,690.049,711.478,731.371,749.997,767.848,785.301,802.428,819.061,835.145,850.566,865.298,879.289,892.729,906.107,920.049,935.004,951.209,968.554,986.752,1005.348,1024.015,1042.644,1061.377,1080.421,1100.048,1120.45,1141.681,1163.627,1186.111,1208.862,1231.683,1254.501,1277.365,1300.263,1323.222,1346.273,1369.382,1392.529,1415.738,1439.029,1462.411,1485.893,1509.458,1533.109,1556.83,1580.613,1604.449,1628.331,1652.248,1676.168,1700.106,1724.013,1747.883,1771.698,1795.427,1819.06,1842.575,1865.94,1889.102,1911.992,1934.559,1956.783,1978.641,2000.111,2021.187,2041.845,2062.076,2081.872,2101.268,2120.278,2138.939,2157.266,2175.231,2192.851,2210.083,2226.933,2243.39,2259.464,2275.175,2290.538,2305.568,2320.268,2334.632,2348.67,2362.385,2375.776,2388.844,2401.591,2413.99,2426.022,2437.655,2448.882,2459.704,2470.142,2480.186,2489.835,2499.1,2507.973,2516.465,2524.57,2532.296,2539.631,2546.601,2553.199,2559.434,2565.321,2570.868,2576.066,2580.947,2585.518,2589.775
Namibia,Total Population - Female,1000 persons,258.937,264.166,269.691,275.462,281.458,287.668,294.096,300.746,307.645,314.825,322.317,330.146,338.325,346.83,355.648,364.777,374.154,383.821,393.954,404.769,416.43,429.03,442.471,456.37,470.201,483.609,496.523,509.131,521.589,534.186,547.167,560.417,574.003,588.585,605.019,623.831,645.337,669.157,694.252,719.17,742.85,764.921,785.58,805.101,823.978,842.565,860.95,878.968,896.49,913.295,929.285,944.378,958.79,973.006,987.688,1003.312,1020.109,1037.962,1056.63,1075.691,1094.862,1114.054,1133.4,1153.085,1173.378,1194.451,1216.363,1238.996,1262.189,1285.662,1309.233,1332.843,1356.509,1380.234,1404.035,1427.927,1451.892,1475.902,1499.98,1524.16,1548.462,1572.883,1597.415,1622.05,1646.79,1671.618,1696.532,1721.527,1746.589,1771.698,1796.863,1822.067,1847.269,1872.467,1897.64,1922.774,1947.831,1972.797,1997.613,2022.225,2046.566,2070.622,2094.37,2117.789,2140.853,2163.554,2185.861,2207.763,2229.291,2250.462,2271.284,2291.759,2311.895,2331.659,2351.042,2370.038,2388.626,2406.823,2424.628,2442.057,2459.111,2475.788,2492.086,2508.007,2523.565,2538.765,2553.597,2568.072,2582.156,2595.835,2609.094,2621.923,2634.322,2646.293,2657.841,2668.963,2679.667,2689.935,2699.782,2709.195,2718.173,2726.716,2734.816,2742.487,2749.714,2756.508,2762.848,2768.761,2774.223,2779.237,2783.814
Namibia,Rural population,1000 persons,420.207,426.316,432.802,439.613,446.707,454.061,461.666,469.516,477.615,485.982,494.635,504.106,514.041,524.312,534.89,545.801,556.922,568.271,580.071,592.657,606.424,622.749,640.09,657.786,674.908,690.84,705.556,719.394,732.613,745.618,758.835,772.023,785.824,801.505,820.983,845.541,875.846,911.099,949.23,987.377,1023.439,1056.519,1084.796,1110.35,1135.698,1161.842,1189.143,1216.821,1243.229,1266.232,1284.412,1297.49,1299.607,1297.022,1292.615,1287.768,1282.581,1277.117,1272.323,1269.37,1268.79,1270.945,1274.757,1279.729,1284.455,1287.973,1290.418,1292.108,1293.06,1293.462,1293.438,1292.95,1291.955,1290.516,1288.724,1286.666,1284.38,1281.889,1279.23,1276.437,1273.544,1270.591,1267.63,1264.713,1261.9,1259.247,1256.795,1254.578,1252.65,1251.066,1249.879,1249.178,1248.011,1246.434,1244.436,1242.017,1239.171,1235.901,1232.197,1228.05,1223.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,Urban population,1000 persons,65.067,68.315,71.776,75.445,79.335,83.453,87.813,92.416,97.289,102.444,107.909,113.171,118.613,124.349,130.392,136.75,143.419,150.414,157.815,165.72,173.96,181.408,189.351,197.594,205.877,213.999,221.947,229.799,237.645,245.608,253.837,262.241,270.542,279.576,290.149,302.761,317.746,334.891,353.511,372.556,391.253,409.221,428.925,449.633,471.02,493.517,517.346,542.173,567.337,591.81,614.845,636.106,662.54,689.513,716.613,744.428,773.153,802.798,834.052,867.67,904.38,944.676,989.177,1036.791,1086.537,1137.588,1189.295,1241.686,1294.741,1348.534,1403.099,1458.3,1513.974,1570.077,1626.604,1683.548,1740.847,1798.42,1856.203,1914.125,1972.115,2030.115,2088.083,2145.984,2203.793,2261.493,2319.027,2376.335,2433.375,2490.104,2546.44,2602.286,2658.565,2715.168,2772.031,2829.12,2886.381,2943.772,3001.229,3058.676,3116.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,Total Population - Both sexes,1000 persons,3.424,3.47,3.551,3.652,3.741,3.819,3.896,3.959,4.055,4.186,4.375,4.632,4.944,5.275,5.592,5.856,6.067,6.223,6.337,6.441,6.552,6.678,6.803,6.928,7.058,7.175,7.286,7.399,7.503,7.616,7.741,7.875,8.018,8.171,8.328,8.501,8.683,8.865,9.062,9.278,9.505,9.764,10.03,10.287,10.498,10.628,10.672,10.647,10.565,10.449,10.337,10.215,10.102,9.994,9.902,9.849,9.828,9.842,9.891,9.939,10.005,10.07,10.14,10.209,10.289,10.383,10.475,10.573,10.67,10.756,10.824,10.876,10.903,10.915,10.93,10.943,10.955,10.963,10.972,10.985,10.991,11.001,11.003,11.009,11.017,11.021,11.025,11.02,11.024,11.016,11.017,11.01,10.996,10.98,10.967,10.945,10.928,10.898,10.862,10.832,10.794,10.761,10.711,10.662,10.619,10.561,10.508,10.455,10.398,10.332,10.264,10.199,10.133,10.049,9.986,9.903,9.83,9.75,9.67,9.582,9.493,9.396,9.315,9.209,9.114,9.012,8.912,8.803,8.696,8.585,8.466,8.354,8.233,8.112,7.99,7.865,7.74,7.609,7.474,7.345,7.21,7.068,6.937,6.798,6.658,6.515,6.375,6.232,6.088,5.94,5.799
Nauru,Rural population,1000 persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,Urban population,1000 persons,2.954,3.057,3.194,3.337,3.481,3.619,3.756,3.9,4.051,4.232,4.433,4.676,4.948,5.228,5.5,5.74,5.933,6.103,6.237,6.371,6.496,6.617,6.743,6.863,6.972,7.068,7.15,7.232,7.309,7.397,7.488,7.592,7.717,7.854,8.005,8.173,8.353,8.554,8.755,8.954,9.155,9.348,9.546,9.719,9.857,9.969,10.029,10.057,10.046,10.04,10.037,10.052,10.08,10.106,10.126,10.114,10.071,10.002,9.947,9.945,10.025,10.208,10.478,10.79,11.07,11.26,11.347,11.359,11.312,11.26,11.227,11.222,11.232,11.261,11.291,11.326,11.351,11.381,11.407,11.429,11.454,11.473,11.494,11.507,11.519,11.527,11.531,11.532,11.532,11.527,11.522,11.518,11.507,11.491,11.481,11.461,11.441,11.415,11.397,11.363,11.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,Total Population - Both sexes,1000 persons,8483.325,8663.611,8834.697,8999.188,9159.328,9316.916,9473.417,9629.864,9786.975,9945.209,10105.05,10267.264,10433.145,10604.621,10783.967,10972.912,11172.529,11382.967,11603.928,11834.654,12074.626,12323.982,12583.14,12852.206,13131.26,13420.369,13719.471,14028.536,14347.641,14676.929,15016.402,15367.23,15729.431,16100.617,16477.473,16858.31,17239.673,17623.693,18020.753,18445.028,18905.478,19405.504,19938.32,20489.975,21040.904,21576.071,22090.352,22584.775,23057.883,23509.964,23941.11,24347.106,24725.627,25080.872,25419.344,25744.5,26066.693,26382.581,26666.576,26883.535,27013.212,27041.22,26989.163,26916.793,26905.978,27015.031,27263.433,27632.681,28095.714,28608.71,29136.808,29674.92,30225.582,30769.713,31285.689,31757.446,32175.304,32539.191,32855.383,33135.731,33389.536,33617.129,33816.618,33993.045,34152.475,34299.617,34437.129,34565.531,34684.51,34792.724,34889.292,34974.739,35050.222,35116.128,35172.857,35220.641,35259.67,35289.882,35310.963,35322.449,35323.921,35315.334,35296.578,35267.187,35226.563,35174.28,35110.129,35034.155,34946.556,34847.636,34737.666,34616.7,34484.725,34341.832,34188.125,34023.705,33848.702,33663.258,33467.459,33261.348,33045.058,32818.788,32582.773,32337.198,32082.268,31818.21,31545.382,31264.158,30974.914,30678.069,30374.081,30063.388,29746.525,29424.217,29097.289,28766.492,28432.382,28095.458,27756.422,27416.013,27074.868,26733.526,26392.387,26051.79,25712.04,25373.425,25036.245,24700.79,24367.414,24036.432,23708.199
Nepal,Total Population - Male,1000 persons,4203.11,4290.004,4374.731,4458.173,4541.012,4623.722,4706.567,4789.605,4872.712,4955.68,5038.377,5120.961,5204.107,5288.99,5377.146,5469.795,5567.423,5670.154,5778.446,5892.683,6013.119,6140.018,6273.386,6412.81,6557.67,6707.46,6861.951,7021.081,7184.67,7352.554,7524.533,7701.801,7884.373,8069.546,8253.671,8434.897,8609.354,8779.526,8957.418,9159.412,9395.937,9672.655,9982.343,10306.639,10619.778,10903.157,11149.412,11363.583,11554.503,11736.516,11919.749,12103.281,12281.8,12455.707,12625.02,12787.936,12953.793,13119.21,13255.035,13322.031,13296.61,13163.821,12944.612,12695.455,12494.455,12397.963,12423.456,12554.958,12773.619,13046.953,13348.435,13676.606,14032.503,14394.047,14734.329,15033.717,15281.747,15480.657,15639.855,15775.549,15900.005,16014.627,16116.112,16206.843,16288.96,16364.241,16434.468,16500.609,16562.451,16619.144,16670.137,16715.726,16756.645,16793.122,16825.382,16853.583,16877.834,16898.157,16914.432,16926.471,16934.107,16937.343,16936.149,16930.317,16919.564,16903.696,16882.619,16856.364,16825.054,16788.874,16747.962,16702.35,16652.022,16596.961,16537.177,16472.663,16403.47,16329.624,16251.117,16167.928,16080.062,15987.591,15890.573,15789.063,15683.086,15572.705,15458.041,15339.249,15216.519,15090.036,14960.054,14826.727,14690.279,14551.013,14409.294,14265.446,14119.69,13972.233,13823.351,13673.336,13522.427,13370.842,13218.737,13066.241,12913.481,12760.555,12607.587,12454.658,12301.911,12149.426,11997.338
Nepal,Total Population - Female,1000 persons,4280.212,4373.598,4459.967,4541.021,4618.308,4693.194,4766.844,4840.26,4914.264,4989.533,5066.683,5146.299,5229.04,5315.63,5406.812,5503.117,5605.107,5712.811,5825.475,5941.974,6061.509,6183.966,6309.756,6439.395,6573.59,6712.907,6857.515,7007.454,7162.983,7324.378,7491.875,7665.428,7845.058,8031.077,8223.817,8423.418,8630.323,8844.171,9063.337,9285.609,9509.543,9732.851,9955.979,10183.334,10421.121,10672.917,10940.94,11221.189,11503.372,11773.455,12021.35,12243.832,12443.825,12625.173,12794.317,12956.564,13112.894,13263.376,13411.546,13561.5,13716.597,13877.399,14044.548,14221.34,14411.527,14617.07,14839.974,15077.724,15322.093,15561.762,15788.373,15998.314,16193.078,16375.662,16551.356,16723.728,16893.567,17058.533,17215.528,17360.18,17489.536,17602.502,17700.504,17786.212,17863.51,17935.372,18002.674,18064.927,18122.053,18173.573,18219.161,18259.012,18293.572,18323.011,18347.471,18367.065,18381.834,18391.727,18396.536,18395.983,18389.818,18377.991,18360.429,18336.867,18306.997,18270.593,18227.508,18177.797,18121.502,18058.765,17989.704,17914.348,17832.709,17744.871,17650.949,17551.038,17445.231,17333.641,17216.339,17093.427,16964.999,16831.202,16692.191,16548.134,16399.182,16245.508,16087.342,15924.908,15758.395,15588.018,15414.025,15236.659,15056.244,14873.205,14687.997,14501.052,14312.696,14123.229,13933.079,13742.683,13552.447,13362.679,13173.648,12985.544,12798.559,12612.864,12428.654,12246.132,12065.508,11887.001,11710.855
Nepal,Rural population,1000 persons,8256.206,8420.323,8575.427,8724.028,8868.217,9009.737,9149.922,9289.783,9429.943,9570.804,9712.781,9856.74,10009.134,10166.76,10331.769,10505.831,10689.909,10884.137,11088.213,11301.447,11523.295,11753.449,11974.739,12203.415,12439.246,12682.119,12931.717,13187.928,13450.528,13719.465,13994.465,14276.763,14574.738,14878.005,15183.225,15488.776,15791.144,16092.209,16401.226,16731.074,17089.267,17478.413,17879.028,18289.255,18690.145,19067.879,19417.253,19740.147,20036.648,20309.565,20560.41,20791.897,21068.143,21323.411,21553.302,21756.151,21929.706,22078.011,22211.953,22346.548,22491.798,22651.895,22822.896,22999.677,23173.611,23338.483,23492.872,23638.57,23776.364,23907.871,24034.011,24154.442,24267.699,24372.262,24466.205,24548.009,24617.105,24673.305,24716.072,24744.963,24759.681,24760.063,24746.191,24718.463,24677.496,24623.931,24558.237,24481.289,24392.549,24293.458,24184.673,24066.584,23939.358,23803.153,23658.029,23504.107,23341.583,23170.717,22991.756,22804.968,22610.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
