,ts_code,trade_date,close,open,high,low,pre_close,pct_change,vol,amount,vwap
998,PEP,20161205,100.71,100.62,100.91,100.12,100.6,0.11,3961810,398233613.76,100.52
999,PEP,20161202,100.6,99.4,100.64,99.4,99.03,1.59,4594602,460552796.36,100.24
1000,PEP,20161201,99.03,99.89,100.05,98.5,100.1,-1.07,7123024,705185793.84,99.0
1001,PEP,20161130,100.1,101.51,101.92,100.1,102.54,-2.38,8123492,817410947.87,100.62
1002,PEP,20161129,102.54,102.79,103.05,102.3,102.79,-0.24,3886799,398686464.03,102.57
1003,PEP,20161128,102.79,102.27,103.25,101.9,102.17,0.61,5556922,570777631.72,102.71
1004,PEP,20161125,102.17,102.0,102.91,101.74,101.53,0.63,3644945,373241310.97,102.4
1005,PEP,20161123,101.53,102.52,102.89,101.46,102.89,-1.32,4676149,476289670.77,101.86
1006,PEP,20161122,102.89,102.53,103.0,102.44,102.26,0.62,4540336,466599025.28,102.77
1007,PEP,20161121,102.26,101.48,102.32,101.48,101.31,0.94,3870820,395198722.46,102.1
1008,PEP,20161118,101.31,101.4,101.8,101.18,101.62,-0.31,4919149,498830731.58,101.41
1009,PEP,20161117,101.62,101.81,101.93,101.18,101.71,-0.09,4212625,427743244.43,101.54
1010,PEP,20161116,101.71,102.36,102.9,101.47,101.85,-0.14,3962938,403265796.82,101.76
1011,PEP,20161115,101.85,101.4,102.05,100.82,101.39,0.45,5672336,575828947.46,101.52
1012,PEP,20161114,101.39,102.86,103.34,100.45,103.19,-1.74,7248754,733942141.5,101.25
1013,PEP,20161111,103.19,103.0,103.77,102.57,103.25,-0.06,5888359,608478935.67,103.34
1014,PEP,20161110,103.25,106.89,106.89,102.4,107.25,-3.73,9095738,939667958.75,103.31
1015,PEP,20161109,107.25,106.45,107.35,105.0,108.72,-1.35,6515813,694502914.97,106.59
1016,PEP,20161108,108.72,106.97,108.93,106.97,106.96,1.65,4670992,506830237.56,108.51
1017,PEP,20161107,106.96,106.66,107.2,106.38,105.81,1.09,5469106,584155813.46,106.81
1018,PEP,20161104,105.81,106.56,106.97,105.81,106.63,-0.77,2897631,307485329.94,106.12
1019,PEP,20161103,106.63,107.07,107.14,106.52,106.71,-0.07,3447667,368028798.78,106.75
1020,PEP,20161102,106.71,106.68,107.44,106.61,106.71,0.0,3679154,393711089.23,107.01
1021,PEP,20161101,106.71,107.14,107.3,106.12,107.2,-0.46,4289551,457183391.16,106.58
1022,PEP,20161031,107.2,107.03,107.43,106.92,107.07,0.12,3141704,336870782.25,107.23
1023,PEP,20161028,107.07,106.9,107.53,106.52,106.63,0.41,3378934,361863253.69,107.09
1024,PEP,20161027,106.63,107.28,107.54,106.3,107.07,-0.41,4205262,448764996.91,106.72
1025,PEP,20161026,107.07,107.49,107.95,106.95,107.23,-0.15,3440700,369224303.97,107.31
1026,PEP,20161025,107.23,107.39,107.63,106.81,107.31,-0.07,3756272,402482704.23,107.15
1027,PEP,20161024,107.31,106.12,107.9,106.12,105.62,1.6,5125953,549722577.58,107.24
1028,PEP,20161021,105.62,106.01,106.01,105.27,105.87,-0.24,3615418,381578121.17,105.54
1029,PEP,20161020,105.87,106.11,106.32,105.58,106.26,-0.37,3751570,397508854.06,105.96
1030,PEP,20161019,106.26,106.81,107.01,106.08,106.95,-0.65,4330606,460685535.67,106.38
1031,PEP,20161018,106.95,107.45,108.18,106.94,106.85,0.09,3850027,412986274.75,107.27
1032,PEP,20161017,106.85,106.83,107.07,106.56,106.83,0.02,4104371,438538948.41,106.85
1033,PEP,20161014,106.83,106.07,107.06,105.78,105.92,0.86,4788606,510661780.33,106.64
1034,PEP,20161013,105.92,105.85,106.17,105.29,106.08,-0.15,3582563,379200321.55,105.85
1035,PEP,20161012,106.08,105.87,106.16,105.5,105.57,0.48,3419758,362356189.78,105.96
1036,PEP,20161011,105.57,106.12,106.21,105.0,106.22,-0.61,3814397,402561160.51,105.54
1037,PEP,20161010,106.22,106.45,106.62,105.82,105.99,0.22,3119298,331235135.32,106.19
1038,PEP,20161007,105.99,106.76,106.92,105.65,106.4,-0.39,4398434,466710398.39,106.11
1039,PEP,20161006,106.4,105.73,106.53,105.46,106.01,0.37,4886047,518747212.55,106.17
1040,PEP,20161005,106.01,107.24,107.49,105.69,107.1,-1.02,6297043,668425447.11,106.15
1041,PEP,20161004,107.1,108.31,108.37,106.58,108.25,-1.06,5830098,624329453.56,107.09
1042,PEP,20161003,108.25,108.77,108.83,107.47,108.77,-0.48,4566043,493147711.94,108.0
1043,PEP,20160930,108.77,108.37,109.24,108.37,107.76,0.94,7173285,780836461.42,108.85
1044,PEP,20160929,107.76,109.5,109.71,107.71,107.38,0.35,7249094,786539819.86,108.5
1045,PEP,20160928,107.38,107.91,107.91,106.86,107.49,-0.1,5030492,539516292.91,107.25
1046,PEP,20160927,107.49,107.37,107.87,106.73,107.03,0.43,3779284,406120346.93,107.46
1047,PEP,20160926,107.03,107.24,107.38,106.87,107.34,-0.29,4440402,475515545.54,107.09
1048,PEP,20160923,107.34,107.68,107.99,107.04,107.82,-0.45,3235889,347354595.53,107.34
1049,PEP,20160922,107.82,107.49,107.94,107.31,107.13,0.64,3869355,416661819.79,107.68
1050,PEP,20160921,107.13,106.16,107.37,105.88,106.3,0.78,3913862,417423597.48,106.65
1051,PEP,20160920,106.3,106.1,106.71,105.96,105.67,0.6,3561663,378787134.05,106.35
1052,PEP,20160919,105.67,105.21,106.12,104.92,105.28,0.37,3439311,363862973.43,105.8
1053,PEP,20160916,105.28,105.0,105.5,104.58,105.48,-0.19,4934067,518847242.86,105.16
1054,PEP,20160915,105.48,104.95,105.72,104.7,105.05,0.41,3900202,411137453.71,105.41
1055,PEP,20160914,105.05,104.82,105.64,104.6,104.59,0.44,4007846,421473501.84,105.16
1056,PEP,20160913,104.59,105.94,105.95,104.29,106.02,-1.35,4597676,482593222.27,104.96
1057,PEP,20160912,106.02,104.3,106.22,104.3,104.05,1.89,4569371,481708117.13,105.42
1058,PEP,20160909,104.05,106.02,106.19,104.05,106.88,-2.65,6134504,643062877.71,104.83
1059,PEP,20160908,106.88,107.1,107.34,106.49,107.21,-0.31,3491416,373148925.56,106.88
1060,PEP,20160907,107.21,107.76,107.97,106.78,107.92,-0.66,3260537,349468626.96,107.18
1061,PEP,20160906,107.92,107.79,108.12,107.4,107.87,0.05,2913270,313887392.01,107.74
1062,PEP,20160902,107.87,107.58,108.25,107.5,107.29,0.54,3671199,396287943.17,107.95
1063,PEP,20160901,107.29,106.46,107.34,106.29,106.75,0.51,3799038,406119061.72,106.9
1064,PEP,20160831,106.75,106.34,106.88,106.26,107.21,-0.43,3994995,426013482.82,106.64
1065,PEP,20160830,107.21,107.92,108.06,107.03,107.99,-0.72,3708131,398100494.4,107.36
1066,PEP,20160829,107.99,107.5,108.01,107.4,107.45,0.5,2576351,277856106.09,107.85
1067,PEP,20160826,107.45,107.92,108.5,107.33,107.88,-0.4,2868894,309085172.21,107.74
1068,PEP,20160825,107.88,108.09,108.38,107.79,108.11,-0.21,2129472,230013235.8,108.01
1069,PEP,20160824,108.11,107.82,108.29,107.55,107.88,0.21,3422589,369682394.36,108.01
1070,PEP,20160823,107.88,108.25,108.55,107.7,107.96,-0.07,2473044,266839493.9,107.9
1071,PEP,20160822,107.96,108.08,108.21,107.77,108.17,-0.19,2304593,248852279.78,107.98
1072,PEP,20160819,108.17,108.04,108.26,107.54,108.28,-0.1,2846585,307341797.23,107.97
1073,PEP,20160818,108.28,108.41,108.82,108.2,108.47,-0.18,2372997,257254967.4,108.41
