Day,Year,Month,Day_num,Last_day_value,Today_value
2016/5/6,2016,5,42496,3.35887723793333,-2.510835892
2016/5/9,2016,5,42499,3.22644330278333,-2.495282661
2016/5/10,2016,5,42500,3.09330712568333,-3.2279605310000004
2016/5/11,2016,5,42501,2.96237690053333,-3.249353694
2016/5/12,2016,5,42502,2.8349246358499967,-3.422997539
2016/5/13,2016,5,42503,2.7248285427833303,-2.853767069
2016/5/16,2016,5,42506,2.6164471400666636,-2.677115948
2016/5/17,2016,5,42507,2.520998694849997,-1.873487046
2016/5/18,2016,5,42508,2.4246185352333303,-1.559268229
2016/5/19,2016,5,42509,2.3459387769499975,-0.502772242
2016/5/20,2016,5,42510,2.2851578194499975,0.270623092
2016/5/23,2016,5,42513,2.2048049370833307,0.058040469000000004
2016/5/24,2016,5,42514,2.117547603349997,-0.17550316
2016/5/25,2016,5,42515,2.0324423250333306,-0.11205228800000001
2016/5/26,2016,5,42516,1.9356458105499972,-0.495021755
2016/5/27,2016,5,42517,1.8448924040666639,-0.5579560579999999
2016/5/31,2016,5,42521,1.7651332925833307,-0.164610704
2016/6/1,2016,6,42522,1.692354591299997,0.820273542
2016/6/2,2016,6,42523,1.6224329291333306,0.7168669390000001
2016/6/3,2016,6,42524,1.554546096299997,0.397117638
2016/6/6,2016,6,42527,1.4917116111333304,0.278622162
2016/6/7,2016,6,42528,1.4352549603166638,0.3653668
2016/6/8,2016,6,42529,1.3688640689499971,0.056055203
2016/6/9,2016,6,42530,1.2986774199999973,-0.233276717
2016/6/10,2016,6,42531,1.227318282016664,-0.127758951
2016/6/13,2016,6,42534,1.1712275937666636,0.075353247
2016/6/14,2016,6,42535,1.1123883027833306,0.132432015
2016/6/15,2016,6,42536,1.055484442416664,0.324558549
2016/6/16,2016,6,42537,0.9849072587499974,-0.146756819
2016/6/17,2016,6,42538,0.9200392235666641,0.111110888
2016/6/20,2016,6,42541,0.8528091962166642,0.103896124
2016/6/21,2016,6,42542,0.7840196461499975,-0.16969299899999998
2016/6/22,2016,6,42543,0.7261743105833307,0.118154434
2016/6/23,2016,6,42544,0.6715094222166641,-0.161742086
2016/6/24,2016,6,42545,0.6375117770499974,1.148789586
2016/6/27,2016,6,42548,0.6060016418333307,0.993385339
2016/6/28,2016,6,42549,0.574051338066664,0.92884144
2016/6/29,2016,6,42550,0.532186670966664,0.660935909
2016/6/30,2016,6,42551,0.4728103420499974,-0.7023678729999999
2016/7/1,2016,7,42552,0.4807687554999974,3.3929216060000003
2016/7/5,2016,7,42556,0.4968100016833308,3.045308882
2016/7/6,2016,7,42557,0.5139750058166641,3.430471761
2016/7/7,2016,7,42558,0.5200142042833308,2.712161792
