,Predictions,GDP_per_day
334,442258550000.0,432257086000.367
335,440822430000.0,441945332595.37067
336,435507000000.0,364433606509.53656
337,414348200000.0,381036340190.3586
338,397775830000.0,378274986511.33453
339,371072040000.0,411967866050.3287
340,380367080000.0,410948801885.9608
341,387729460000.0,406286655501.9443
342,398755270000.0,406722167876.8958
343,397619800000.0,407143759183.4916
344,396823950000.0,423516091161.57135
345,399999830000.0,416861178505.8518
346,404489470000.0,419533165000.2876
347,409717200000.0,383081143927.548
348,402271730000.0,394194256966.4528
349,394539730000.0,400810561042.2769
350,384566100000.0,414985075755.17847
351,393805370000.0,399993044412.4468
352,398049280000.0,418140169285.1791
353,402704630000.0,390069083172.0927
354,397103560000.0,382550957107.8212
355,394790600000.0,393761341778.6589
356,383686900000.0,414688502432.1781
357,388167170000.0,411225674892.22577
358,398130540000.0,404602134703.9892
359,404326320000.0,419085891911.8228
360,403487420000.0,407383068782.9885
361,403225740000.0,401290674697.9818
362,405008000000.0,417699366242.9548
363,400915270000.0,409237500933.6706
364,402214940000.0,397262267803.4685
365,404152650000.0,407835769658.06256
366,399099920000.0,393805428122.39856
367,395311740000.0,404491904659.83246
368,397086800000.0,411347948721.50464
369,395935700000.0,418390380788.521
370,404080750000.0,421871534266.6174
371,409111700000.0,403016171665.0387
372,409042750000.0,402639849484.2566
373,405658960000.0,401717741988.3053
374,397863120000.0,405321689214.43066
375,398490470000.0,414005765331.51227
376,400758470000.0,411744920032.8361
377,404436750000.0,401247004556.606
378,405736130000.0,413498146738.9623
379,403752260000.0,423492191535.9457
380,404970540000.0,428281609794.7941
381,413120430000.0,426961418334.91797
382,418222150000.0,406786233356.341
383,416956450000.0,415788877198.7491
384,411608880000.0,408392621338.6893
385,405034070000.0,395677912175.195
386,404550520000.0,395530201949.47754
387,397472920000.0,399439821551.3953
388,392953660000.0,404136331441.6856
389,394565100000.0,401796586778.5914
390,397532430000.0,414211724309.6556
391,401165900000.0,403258454018.4028
392,402221530000.0,401755335073.452
393,403669780000.0,417537890508.359
394,401123600000.0,407480098753.1121
395,403294060000.0,410343626964.2144
396,406697100000.0,389887775940.7313
397,400638200000.0,398457061913.25183
398,397270550000.0,401654103765.2278
399,392233320000.0,394640999729.7437
400,395402150000.0,404450876349.13525
401,396465240000.0,404082632351.8454
402,396566950000.0,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
