Day,C1,I,G,NX,new_cases,GDP
2021-01-11,54.04915106,581233439.433025,1518.0,-552.497936835046,1.540641618837449e-05,1.874552082293574
2021-01-12,55.49413617,694312044.61027,1518.0,-552.026806799798,1.4981946926846679e-05,1.4653017906949284
2021-01-13,55.6161448,709519946.222663,1518.0,-548.448323426918,1.4560741767231239e-05,1.3336222446094939
2021-01-14,56.84641075,614936777.642013,1518.0,-536.738951784076,1.4146606734280476e-05,1.8076918811395053
2021-01-15,57.54225776,712859542.655627,1518.0,-531.449535779204,1.3739539145931484e-05,1.5745992623538243
2021-01-16,55.55254124,554694771.357285,1518.0,-561.547341630547,1.3339536320138706e-05,1.540578679449794
2021-01-17,56.50367429,628031280.559522,1518.0,-560.859826490662,1.294659557482536e-05,1.5473510738826253
2021-01-18,55.10006995,590998775.070637,1518.0,-562.633853816099,1.2560714227904252e-05,1.6679159289108498
2021-01-19,56.43515819,601343029.484767,1518.0,-560.057418249908,1.2181889597385337e-05,1.8564162857462243
2021-01-20,53.39954021,662401421.697852,1518.0,-561.336167886975,1.1810119001164077e-05,1.6422481715074695
2021-01-21,54.85399499,562102026.3210061,1518.0,-561.770437116384,1.1445399757160218e-05,1.6785519039077421
2021-01-22,55.59696435,628815817.415183,1518.0,-560.597302526257,1.1087729183376777e-05,1.5925795420003108
2021-01-23,55.9507267,474296137.098109,1518.0,-560.847173246303,1.0737104597712682e-05,1.5521385167836736
2021-01-24,54.5766404,534454685.484491,1518.0,-560.992961372951,1.039352331810156e-05,1.7209276792204415
2021-01-25,55.10038085,494817925.912681,1518.0,-562.261459653754,1.0056982662497854e-05,1.9298753487506146
2021-01-26,51.97272371,523438264.208146,1518.0,-559.423151577252,9.727479948873352e-06,1.3288724496746644
2021-01-27,55.03678202,535633056.297914,1518.0,-560.435828582639,9.405012495106169e-06,1.617691467843966
2021-01-28,49.33505671,608121017.789861,1518.0,-561.972540356438,9.089577619178502e-06,1.43850810382505
2021-01-29,49.65939916,637621067.335682,1518.0,-559.650737876784,8.781172639020507e-06,1.636677361421992
2021-01-30,51.47046313,544673119.057727,1518.0,-598.794392786831,8.479794872572749e-06,1.4728598083450728
2021-01-31,49.77019334,469603038.86046,1518.0,-591.729511755338,8.185441637772323e-06,1.7890163298909756
2021-02-01,53.91631906,486886519.814087,1518.0,-587.452541489034,7.898110252587548e-06,1.5658392844781654
2021-02-02,51.68832721,500799033.708015,1518.0,-582.200686049868,7.617798034903478e-06,1.856643665831755
2021-02-03,55.64837729,486332593.584976,1518.0,-576.871983509581,7.34450230270231e-06,1.7943586719426174
2021-02-04,50.32258505,425208782.94059,1518.0,-571.430029668218,7.07822037392461e-06,1.3614920536858577
2021-02-05,54.70251442,433816037.349628,1518.0,-564.577986844525,6.818949566504001e-06,1.860540444856014
2021-02-06,57.17290152,464288702.100694,1518.0,-565.601961171433,6.566687198349824e-06,1.1694719619979888
2021-02-07,55.01886333,592082343.815209,1518.0,-564.663050178084,6.321430587465093e-06,1.6351766720618233
2021-02-08,53.71425644,600375593.139502,1518.0,-562.913509969703,6.0831770517348616e-06,1.5438492627921445
2021-02-09,52.3425836,625705036.626802,1518.0,-563.830055505392,5.856719168830654e-06,1.692023973085497
2021-02-10,60.59726163,604529892.092921,1518.0,-562.695064295996,5.6433450075152325e-06,1.7597118887840149
2021-02-11,63.74428063,474448674.374731,1518.0,-563.69558595723,5.435654713843718e-06,1.4728926391617418
2021-02-12,61.87111262,455177699.934879,1518.0,-564.743644333342,5.233568497044899e-06,1.5459458066302532
2021-02-13,59.5425895,424029502.925212,1518.0,-564.629797816829,5.037063615351972e-06,1.599380629618166
2021-02-14,63.87097477,195836099.977467,1518.0,-565.617956302884,4.846117327039767e-06,1.7808521169525626
2021-02-15,61.93767641,535514481.80953,1518.0,-563.758470584711,4.660706890428218e-06,1.5390014584808105
2021-02-16,63.70888407,516773139.714017,1518.0,-563.248167138814,4.48080956369501e-06,1.7107165766176369
2021-02-17,66.45585329,462785069.403187,1518.0,-564.075920858257,4.306402605139259e-06,1.843143299355333
2021-02-18,65.15509699,635109090.040441,1518.0,-563.066057784245,4.137463273046205e-06,1.2373449938971834
2021-02-19,65.89710174,383930050.793518,1518.0,-523.749240310067,3.973968825652513e-06,1.7306040382775767
2021-02-20,64.82210073,413242364.910723,1518.0,-529.852600884456,3.81589652119832e-06,1.5317561401703224
2021-02-21,64.87754933,488436003.074403,1518.0,-534.806714837303,3.6632236180035582e-06,1.5832386738593534
2021-02-22,61.33281364,438882004.851027,1518.0,-542.43418157229,3.5159273742875474e-06,1.9118722594617201
2021-02-23,59.09748248,627913919.808237,1518.0,-539.790519546732,3.373985048342465e-06,1.4407136156062044
2021-02-24,58.8360996,519047184.222391,1518.0,-524.66122251399,3.2373738983772216e-06,1.6949911860807396
2021-02-25,63.45711217,443406188.680367,1518.0,-528.39096105326,3.106071182725628e-06,1.7514064341202678
2021-02-26,63.94550381,523161251.201743,1518.0,-528.967223067051,2.9800541595931263e-06,1.6900788364497716
2021-02-27,69.64601733,685449379.205184,1518.0,-529.683277700289,2.859300087261485e-06,1.596545957874564
2021-02-28,66.80058795,602572274.684752,1518.0,-528.990069591836,2.7437862240298205e-06,1.589941903136051
2021-03-01,71.14583823,529759128.288918,1518.0,-527.983476337531,2.6334898280792884e-06,1.403964227496749
2021-03-02,75.3111228,570814971.10146,1518.0,-526.762041389847,2.528388157754108e-06,1.9596477421509484
2021-03-03,68.26620879,344932745.706697,1518.0,-524.439251006001,2.428458471266659e-06,1.3889489533913162
2021-03-04,68.99166494,331538740.423861,1518.0,-522.16467697315,2.333678026898711e-06,1.6056247855721932
2021-03-05,69.9063595,689742515.771646,1518.0,-522.20855541543,2.244024082904278e-06,1.43337723432385
2021-03-06,66.50200101,376101985.113943,1518.0,-522.236739661451,2.158825367470918e-06,1.779887646725192
2021-03-07,66.29474745,435407024.704229,1518.0,-521.484533527448,2.074009065329563e-06,1.9628846512387172
2021-03-08,64.51323697,512707950.937478,1518.0,-521.41559604648,1.9913838736444756e-06,1.6246553743432721
2021-03-09,64.36731091,428566662.567842,1518.0,-522.351520500527,1.91144730964099e-06,1.4456213381510223
2021-03-10,66.16151569,665778938.652075,1518.0,-520.215290069107,1.8341678492857227e-06,1.6700608326797277
2021-03-11,65.22080648,409620131.875574,1518.0,-521.313615636976,1.7595139685175343e-06,1.4028462648748992
2021-03-12,63.02860834,461835299.218738,1518.0,-521.557406215148,1.6874541433307966e-06,1.692801971499489
2021-03-13,61.77990064,397114633.940519,1518.0,-591.643150110588,1.617956849629676e-06,1.1829165931550316
2021-03-14,61.17127885,348578343.305081,1518.0,-583.346949295801,1.5509905633981358e-06,1.380606384493659
2021-03-15,62.47180839,333110701.194419,1518.0,-576.368750799407,1.486523760613201e-06,1.2309739423074217
2021-03-16,60.56347711,346715765.499123,1518.0,-596.858105962245,1.4245249171929153e-06,1.62874525635204
2021-03-17,59.50117712,323226548.801403,1518.0,-587.781403625475,1.3649625091212425e-06,1.5169305612088557
2021-03-18,60.03459128,409669955.506833,1518.0,-575.389385589186,1.3078050123335738e-06,1.4032916726297373
2021-03-19,63.37416886,324622760.447693,1518.0,-562.904047999146,1.2530209028104033e-06,1.5039884915605846
2021-03-20,60.70431926,468900863.544941,1518.0,-562.525035470552,1.2005786564940613e-06,1.7306522998814495
2021-03-21,61.45218301,429037989.465579,1518.0,-564.835779159327,1.1504467493268777e-06,1.5083873019376646
2021-03-22,59.59999829,398955823.078842,1518.0,-563.287963038915,1.102593657313633e-06,1.6775550207719514
2021-03-23,61.84021085,198281604.701662,1518.0,-563.175384532868,1.0569878563515545e-06,1.6539578527939787
2021-03-24,60.72544743,220509840.438588,1518.0,-563.361513710735,1.0135978224488917e-06,1.616992119702255
2021-03-25,59.41557128,251292061.853332,1518.0,-562.526452268472,9.723920315202195e-07,1.6853125112220855
2021-03-26,58.67496588,370399134.696285,1518.0,-564.029008340829,9.33338959563379e-07,1.5943101016901748
2021-03-27,56.29788812,424201090.448455,1518.0,-562.2747904886,8.96367201439624e-07,1.8771012193661984
2021-03-28,63.73238778,450269079.770159,1518.0,-561.944496438486,8.602779278735206e-07,1.7091521692728473
2021-03-29,65.61477582,526561310.847445,1518.0,-563.20944801297,8.25089343660379e-07,1.7616408533302208
2021-03-30,63.89434621,405350823.048445,1518.0,-563.854724328348,7.911376461132436e-07,1.4117272548945825
2021-03-31,58.22752909,350223181.407899,1518.0,-563.56233156938,7.584026547532985e-07,1.6926291248005032
2021-04-01,51.31739692,293786945.760043,1535.0,-561.969370536861,7.268641892058114e-07,1.6592621425970246
2021-04-02,50.7967757,273486812.953529,1535.0,-562.903285037054,6.965020689711499e-07,1.6369485202035046
2021-04-03,47.16808789,421669039.519474,1535.0,-562.947807325856,6.672961136884592e-07,1.313156423378863
2021-04-04,47.45831173,376062929.114012,1535.0,-590.359911381409,6.392261428858625e-07,1.716488088278537
2021-04-05,45.90381152,252395022.585577,1535.0,-584.115141323229,6.122719761331163e-07,1.4139248048269113
2021-04-06,41.09746429,276412020.23503,1535.0,-580.12113025299,5.864134329999771e-07,1.7928325280502895
2021-04-07,38.98754145,215870672.165987,1535.0,-577.511906347155,5.616303330770178e-07,1.652649414663424
2021-04-08,40.64301114,210394895.557022,1535.0,-573.867814363573,5.379024958993006e-07,1.405821029483573
2021-04-09,37.30459998,267495386.861618,1535.0,-566.682993207866,5.152097410469902e-07,1.591511053040488
2021-04-10,37.2952046,352866310.283558,1535.0,-564.507235534131,4.935318880967821e-07,1.580968748396853
2021-04-11,36.39621339,236270732.580637,1535.0,-564.210531717601,4.728487566114936e-07,1.8265123438058066
2021-04-12,37.20305045,265391813.509295,1535.0,-563.277554484996,4.5314016616782027e-07,1.2525204715725875
2021-04-13,36.59627711,110228176.885017,1535.0,-563.656685280047,4.34385936300824e-07,1.6431615277282599
2021-04-14,40.40203667,139795192.322576,1535.0,-563.06868340122,4.165658866392419e-07,1.5085887318212514
2021-04-15,43.54122753,118768407.480338,1535.0,-562.561508058748,3.996573955424021e-07,1.7624925305149008
2021-04-16,40.92146862,197721185.698072,1535.0,-562.952076366082,3.8336156080176487e-07,1.2583313228574509
2021-04-17,39.918174,186853711.218886,1535.0,-563.29962133672,3.6754073890962746e-07,1.8535589380942894
2021-04-18,44.00935354,299791323.692188,1535.0,-562.538013698695,3.5228746638263364e-07,1.8946982297750279
2021-04-19,47.14558456,309374950.09414,1535.0,-563.517301904915,3.375918585027393e-07,1.201484599357413
2021-04-20,46.62686129,252071097.030406,1535.0,-564.018011109377,3.234440306455755e-07,1.4799897893197385
2021-04-21,43.99858239,236573112.334965,1535.0,-563.335186338049,3.0983409819024255e-07,1.3266172678027117
2021-04-22,43.20308313,338741830.417205,1535.0,-562.570309137912,2.9675217637359363e-07,1.45383728947925
2021-04-23,43.99580822,303698945.029215,1535.0,-563.324677175476,2.84188380651057e-07,1.638723824909679
2021-04-24,47.33380375,438715352.3861,1535.0,-563.192865304928,2.721328262698941e-07,1.8352818489260794
2021-04-25,45.31425493,364681841.609273,1535.0,-538.981165270017,2.6057562863002204e-07,1.4979872441059503
2021-04-26,45.72437888,458241935.876056,1535.0,-543.020297533179,2.4950690302380507e-07,1.4032649776734516
2021-04-27,47.96280085,515737109.45717,1535.0,-546.585347404974,2.3891676483034363e-07,1.5462904772435808
2021-04-28,46.62716238,527342236.793105,1535.0,-550.967763332852,2.2879532936975755e-07,1.6207636251714472
2021-04-29,44.69266332,477025866.125809,1535.0,-553.1465555415,2.1913271199686113e-07,1.7994173376907847
2021-04-30,45.17177888,408859898.447595,1535.0,-559.254838520767,2.0991902800401863e-07,1.5474554059491437
2021-05-01,44.03011425,398821069.701492,1535.0,-562.033368666249,2.0114439279114715e-07,1.6828272259993766
2021-05-02,45.39839432,392877277.910425,1535.0,-562.931646770056,1.92798921681836e-07,1.4106408702434063
2021-05-03,50.04901824,342698556.465387,1535.0,-562.793644178384,1.8487272997191884e-07,1.5619303029442595
2021-05-04,49.13470459,376995230.849554,1535.0,-561.94182035503,1.7734731966312367e-07,1.3867068485350043
2021-05-05,47.18883933,382214849.914206,1535.0,-561.758383517541,1.7011034813066428e-07,1.549161825279503
2021-05-06,49.46354293,403919661.5787,1535.0,-562.300611848692,1.6311087563947169e-07,1.5760899953422272
2021-05-07,53.82347787,544711419.3227,1535.0,-562.590346375571,1.5634886174620277e-07,1.6163642181395965
2021-05-08,52.69463174,462085910.557583,1535.0,-562.154247603154,1.4982146171252375e-07,1.447593715844897
2021-05-09,53.12830388,388726614.29437,1535.0,-563.940636126351,1.4352583088336757e-07,1.4788101814604757
2021-05-10,55.67672462,421780812.066535,1535.0,-562.864373277859,1.37459124548156e-07,1.71272789529936
2021-05-11,57.87300989,415648045.594112,1535.0,-563.234372432248,1.3161849798243308e-07,1.9812909082097514
2021-05-12,55.2489284,359396877.761524,1535.0,-563.385940508402,1.2600110651031504e-07,1.3525743058813604
2021-05-13,55.7223769,374742318.008624,1535.0,-562.889739328599,1.20604105400407e-07,1.621257434906859
2021-05-14,55.9768524,250436866.06768,1535.0,-563.80556874348,1.1542464997682522e-07,1.6633566635633985
2021-05-15,52.12125785,418360693.619588,1535.0,-562.359492789554,1.1045989550817481e-07,1.3586093655410645
2021-05-16,51.75425395,348599660.199849,1535.0,-563.604375107187,1.0570699733938871e-07,1.7599238205429417
2021-05-17,51.23642774,369789856.303181,1535.0,-563.101871769028,1.0116311072172479e-07,1.8069275012365955
2021-05-18,54.71493755,276491227.613802,1535.0,-563.080677088965,9.682539097236043e-08,1.337753599654255
2021-05-19,57.93541914,415923273.280953,1535.0,-564.200748161104,9.269099340847298e-08,1.8971506330341807
2021-05-20,65.193776,295219174.911752,1535.0,-562.853454423004,8.875707327091198e-08,1.6497238480033094
2021-05-21,58.29408328,275488234.010912,1535.0,-562.71880736857,8.502078592542706e-08,1.8502753140832011
2021-05-22,63.18675208,289555469.908857,1535.0,-562.975547048647,8.147928661286774e-08,1.3967283924437743
2021-05-23,62.29534414,455612030.265445,1535.0,-562.738403906652,7.812973068857532e-08,1.72099063985553
2021-05-24,59.53205665,474906612.426735,1535.0,-562.937763648758,7.496927337258263e-08,1.4639830953227864
2021-05-25,58.41315608,349463381.864457,1535.0,-562.790693814867,7.199224185197584e-08,1.7385560623633292
2021-05-26,59.31079159,295237564.973143,1535.0,-562.869390386706,6.912403669248612e-08,1.6474765819210677
2021-05-27,58.71246761,331836528.922815,1535.0,-563.056302210469,6.63307397237578e-08,1.5586904184877655
2021-05-28,58.68497312,335567295.19122,1535.0,-563.331288146056,6.362068661822096e-08,1.7224142981159845
2021-05-29,54.17277676,326076780.782947,1535.0,-563.095000906647,6.099369066064897e-08,1.950817440813593
2021-05-30,58.67498589,252204615.876667,1535.0,-562.631303346281,5.8449565059487396e-08,1.5456594864001367
2021-05-31,61.59174378,304866658.773669,1535.0,-562.525834569594,5.5988123064815154e-08,1.6523686364540502
2021-06-01,57.72095669,322504450.02171,1535.0,-562.821792329126,5.36091778781389e-08,1.296278025560612
2021-06-02,56.24170488,387286689.217577,1535.0,-563.504625309799,5.1312542811987605e-08,1.565697248653212
2021-06-03,60.97707398,345169929.033195,1535.0,-563.062627000515,4.9098031050520685e-08,1.8001869766977625
2021-06-04,53.50756936,458957956.799283,1535.0,-562.415089183735,4.696545584728651e-08,1.603104619119163
2021-06-05,56.09119528,399279672.82146,1535.0,-562.445260967399,4.491463041766952e-08,1.5804334215389024
2021-06-06,60.59979749,460780147.405992,1535.0,-562.780287313005,4.294536802562643e-08,1.4826620515083107
2021-06-07,59.24072228,357987139.90689,1535.0,-562.834405009815,4.105748193511394e-08,1.2082847115671431
2021-06-08,63.24958873,328919534.191975,1535.0,-563.747366051001,3.9250785337230365e-08,1.7664492339216387
2021-06-09,63.32371858,422796718.325712,1535.0,-563.256801673028,3.752509147164629e-08,1.5619263064241211
2021-06-10,64.46980852,370267494.07644403,1535.0,-563.269106345,3.588021363007399e-08,1.568484861341141
2021-06-11,66.23590145,296590563.38979,1535.0,-562.805510218039,3.43159649827951e-08,1.5459439038726754
2021-06-12,67.38457477,534178576.737644,1535.0,-562.692417930987,3.2832158811113565e-08,1.508273983616145
2021-06-13,66.0839942,474870408.940694,1535.0,-562.175208176136,3.142860834776107e-08,1.6289061761477848
2021-06-14,65.41660426,351084644.862825,1535.0,-562.574511526902,3.010512683587763e-08,1.7941624658871271
2021-06-15,68.23987608,344761174.091198,1535.0,-563.290920738321,2.8861527480439353e-08,1.9881606714838256
2021-06-16,66.7013225,321668208.571036,1535.0,-562.520298362438,2.769762356621963e-08,1.2630979184608953
2021-06-17,70.22291454,398268544.46679,1535.0,-563.440556000885,2.6613228312072357e-08,1.613732135810101
2021-06-18,72.12078674,351694308.328676,1535.0,-563.103568812348,2.560815494032087e-08,1.8692286334309154
2021-06-19,73.18415397,364748926.081174,1535.0,-562.309509240935,2.4661529842567864e-08,1.2365689768284607
2021-06-20,70.70151217,297795037.326764,1535.0,-562.324988477799,2.3714787723838615e-08,1.7183741291628856
2021-06-21,67.09606752,260007103.65654,1535.0,-562.445956163048,2.2787109275890227e-08,1.4907142571632186
2021-06-22,66.03109329,365590747.455108,1535.0,-562.821410082078,2.1880430408488527e-08,1.7960740660023253
2021-06-23,67.28603189,409327603.903944,1535.0,-562.882694011195,2.0995199898066197e-08,1.2998284332406091
2021-06-24,66.15813638,286442804.892965,1535.0,-563.333880422484,2.0131866503708684e-08,1.7986229021041453
2021-06-25,65.74539638,384848502.80637,1535.0,-562.741148400995,1.9290878963684754e-08,1.8877098409887365
2021-06-26,68.94758982,386295002.921013,1535.0,-562.872247821459,1.8472686071774325e-08,1.881630890446981
2021-06-27,68.66436711,380887468.339529,1535.0,-563.633837528075,1.7677736583593395e-08,1.6279612723337853
2021-06-28,67.63751581,385562957.09975,1535.0,-563.377424425252,1.69064792721052e-08,1.6844101148993862
2021-06-29,72.14117691,385355563.100065,1535.0,-563.068185355129,1.6159362882517403e-08,1.804498091221708
2021-06-30,67.51943344,385503966.98747,1535.0,-562.295125547203,1.5436836184323788e-08,1.2934970634703697
2021-07-01,63.44147958,384842868.255708,1550.0,-563.587549795954,1.4739347960895932e-08,1.5516041834410594
2021-07-02,65.28641693,386673828.378414,1550.0,-562.835603968721,1.406734694009426e-08,1.4639792336819715
2021-07-03,72.74742746,388167449.575321,1550.0,-563.355436535576,1.3421281943454266e-08,1.5751267488261902
2021-07-04,71.29978131,384227147.300108,1550.0,-563.756044164302,1.2801601646794669e-08,1.6841195495294456
2021-07-05,75.33938292,387327166.563932,1550.0,-562.850924879177,1.220875492022322e-08,1.8914007765585976
2021-07-06,73.3888993,384808925.291353,1550.0,-563.031342299427,1.1643190418741955e-08,1.6798430041167103
2021-07-07,73.68673641,387677687.381675,1550.0,-562.756948577411,1.1105357015928075e-08,1.5940768097218303
2021-07-08,77.26374231,382098227.263315,1550.0,-563.624023973542,1.0595703380661403e-08,1.5797259901439809
2021-07-09,79.47290086,385594828.233603,1550.0,-563.001242621709,1.011467832753854e-08,1.4798281699571116
2021-07-10,76.60382997,380351682.213513,1550.0,-563.540797365715,9.662730615644932e-09,1.6478433585169472
2021-07-11,74.36621373,385985426.241213,1550.0,-562.919211719381,9.240308997127133e-09,1.8712261056558697
2021-07-12,87.60121615,384236205.505193,1550.0,-562.39787177619,8.847862248417826e-09,1.3840808546196766
2021-07-13,86.69850395,386290288.753386,1550.0,-563.30854917862,8.485839128602457e-09,1.5688354442357761
2021-07-14,85.60397808,386447571.366464,1550.0,-562.775544802361,8.15468838982758e-09,1.7039689675751033
2021-07-15,85.2185928,386264784.503443,1550.0,-563.177444176143,7.854858836281453e-09,1.653624012267297
2021-07-16,91.98871079,383819275.726129,1550.0,-563.169352177618,7.586799161130031e-09,1.3193290538322253
2021-07-17,94.72684075,384695298.371814,1550.0,-562.553807468261,7.350958192847701e-09,1.4636981121892005
2021-07-18,93.33517898,385815844.12085,1550.0,-562.888316149303,7.133200252695815e-09,1.360595393535753
2021-07-19,95.16966016,384573528.045455,1550.0,-563.461820013492,6.891283665239056e-09,1.9565145794435286
2021-07-20,91.82550819,386559071.969678,1550.0,-562.992245417116,6.648287604466008e-09,1.6192953213955554
2021-07-21,87.58478588,386019483.587924,1550.0,-562.526830338631,6.406660247454399e-09,1.830102607818271
2021-07-22,90.85798758,385640942.358968,1550.0,-563.752325675785,6.166772471144499e-09,1.867275037236929
2021-07-23,86.3929261,384218867.977394,1550.0,-563.247289639986,5.92899516288492e-09,1.7251128283415298
2021-07-24,81.48713885,384896312.006533,1550.0,-562.578416401797,5.693699206554825e-09,1.3979480590994695
2021-07-25,81.19338367,383935375.645967,1550.0,-563.170876244908,5.461255496441719e-09,1.6962411315536747
2021-07-26,83.61040904,383601810.847076,1550.0,-562.960183017155,5.232034912955319e-09,1.304303943210859
2021-07-27,82.65915787,388461489.074811,1550.0,-563.70741044096,5.006408357322023e-09,1.7146478926585755
2021-07-28,80.97899403,385603845.298049,1550.0,-562.527775663456,4.784746689134867e-09,1.1801608807310346
2021-07-29,80.34883283,386815431.698718,1550.0,-563.077000820756,4.567420823498036e-09,1.6686492876112076
2021-07-30,80.59011458,387006561.015807,1550.0,-564.178845849475,4.354801609596226e-09,1.4027218737750653
2021-07-31,82.18287257,386342549.095725,1550.0,-563.329532882234,4.147259983350304e-09,1.2829125395679268
2021-08-01,84.84397162,388136599.246517,1550.0,-562.760603677224,3.945166787006071e-09,1.6499596881125005
2021-08-02,84.66983034,385480758.192331,1550.0,-563.320540611172,3.748892932198267e-09,1.2679384587369673
2021-08-03,84.52371365,386523152.532943,1550.0,-563.086008365017,3.5588092923977133e-09,1.2940868210015948
2021-08-04,85.84011498,382467306.941727,1550.0,-563.25281384675,3.375286758422469e-09,1.8113043769389117
2021-08-05,84.22709371,380381437.811092,1550.0,-562.827987892559,3.1986962141516972e-09,1.5472377689104455
2021-08-06,86.87430908,382971669.614788,1550.0,-563.887395016508,3.029408571220138e-09,1.7335881695310238
2021-08-07,86.57115572,382083638.151191,1550.0,-562.762020636581,2.8677946649346975e-09,1.446720912979059
2021-08-08,85.20547085,381264731.51909,1550.0,-562.938132575773,2.7142254450940317e-09,1.6244760417758142
2021-08-09,85.06660887,382417532.47439,1550.0,-562.669478170775,2.5690717123105777e-09,1.5466790091416347
2021-08-10,85.83458368,381379357.864677,1550.0,-562.731250084266,2.432704454546908e-09,1.3345913935969946
2021-08-11,87.20648214,381986837.936028,1550.0,-562.568023192809,2.305494479354353e-09,1.737347793068059
2021-08-12,90.69301736,381407308.733507,1550.0,-563.650187505223,2.1878127122454405e-09,1.2034117853401856
2021-08-13,90.26864119,385846210.952702,1550.0,-562.929053360684,2.080030033629887e-09,1.7030701872642733
2021-08-14,91.62297534,384782842.431539,1550.0,-562.760761943467,1.982517310039622e-09,1.6970573570842398
2021-08-15,91.37119076,384060824.677786,1550.0,-563.162662512145,1.8956454531093847e-09,1.829125252876566
2021-08-16,86.90416337,382216381.012346,1550.0,-562.817770344971,1.819785343248892e-09,1.3622416379102342
2021-08-17,88.67173816,381371608.166647,1550.0,-563.044606429581,1.755307840051179e-09,1.7773117413762396
2021-08-18,89.37366283,382592941.667385,1550.0,-563.438061121625,1.7025838863760079e-09,1.815066727928443
2021-08-19,84.50274573,384413227.993731,1550.0,-563.082693235335,1.6619843105913912e-09,1.338118800744584
2021-08-20,84.95978044,379628893.046559,1550.0,-563.255185464992,1.6338800382098562e-09,1.7181589363032392
2021-08-21,80.05098968,386695992.290604,1550.0,-562.655757405636,1.618641935763332e-09,1.6642223887087582
2021-08-22,83.53502281,385427661.99656,1550.0,-562.361208806361,1.6128679433680126e-09,1.5907154445208584
2021-08-23,85.08255437,385232987.458576,1550.0,-562.96684379168,1.5715902572377427e-09,1.2706380543598819
2021-08-24,87.51524988,382951187.297703,1550.0,-562.945787749265,1.518195579669479e-09,1.9017995828733707
2021-08-25,85.56659179,384228544.058298,1550.0,-563.049817609929,1.464858626759602e-09,1.3444611444934325
2021-08-26,83.48898076,382464745.623901,1550.0,-562.843587958472,1.4116728515312094e-09,1.5011778144982115
2021-08-27,84.01778295,386042214.921253,1550.0,-563.094797768307,1.3587316931296112e-09,1.6850933807831505
2021-08-28,81.15680102,383554654.351008,1550.0,-562.672797068132,1.3061285872306705e-09,1.473640989447968
2021-08-29,83.46174976,383317455.355561,1550.0,-564.044993405248,1.253956997265826e-09,1.4452005916690798
2021-08-30,82.23634935,386790519.396368,1550.0,-562.848660064164,1.2023103519720468e-09,1.5935576393641921
2021-08-31,76.84341091,382684509.210664,1550.0,-562.720663208902,1.1512821251891125e-09,1.794699535349125
2021-09-01,75.04382895,381760273.874853,1550.0,-562.635935964544,1.1009657456539923e-09,1.7098470569868338
2021-09-02,71.6669861,386649540.773361,1550.0,-563.064881378081,1.051454662920337e-09,1.66835936103171
2021-09-03,76.5057404,381871050.126123,1550.0,-562.643840166589,1.0028423334806913e-09,1.6057715287085843
2021-09-04,74.48693966,384581574.965854,1550.0,-563.580607122594,9.552221860720245e-10,1.6480060839759119
2021-09-05,71.66257869,382286093.35171,1550.0,-563.782937557796,9.086876633090935e-10,1.511103955024811
2021-09-06,65.26776392,384141087.127426,1550.0,-563.052663626346,8.633322633178064e-10,1.6090007251053104
2021-09-07,62.07989016,383305806.860421,1550.0,-562.844204063678,8.192493593239814e-10,1.7456704297064471
2021-09-08,60.83681075,381011958.272447,1550.0,-563.310248261837,7.765324633313142e-10,1.46237181128256
2021-09-09,48.11399266,383392234.88414,1550.0,-563.036581034136,7.352749901989863e-10,1.75203602549152
2021-09-10,46.72494581,385184152.050049,1550.0,-562.816334462259,6.95570361725073e-10,1.210257736353861
2021-09-11,49.82558927,383073684.312165,1550.0,-563.190973254274,6.575120899132703e-10,1.5807766308391298
2021-09-12,44.37891311,376686404.277887,1550.0,-563.299613074841,6.211935792144185e-10,1.5542046738267425
2021-09-13,50.23777732,382840363.384497,1550.0,-562.884382678478,5.867082930599565e-10,1.4487614812882987
2021-09-14,49.98971819,383886828.007441,1550.0,-563.593992743433,5.541496359007247e-10,1.5538503962841084
2021-09-15,54.13244822,383234487.20598,1550.0,-562.991700334354,5.236111266793131e-10,1.8225403798575888
2021-09-16,53.56229903,384930276.456817,1550.0,-562.939002594518,4.951861524993273e-10,1.5157269476863127
2021-09-17,57.56877411,384582807.292184,1550.0,-562.794286698631,4.689681837310999e-10,1.4388680930392705
2021-09-18,61.10167835,385268249.380001,1550.0,-563.289364682298,4.4505066645883495e-10,1.5525443676154493
2021-09-19,62.58344446,384559765.522919,1550.0,-562.589917006218,4.2352706064452406e-10,1.672199516176943
2021-09-20,63.57353105,381981293.372994,1550.0,-563.252222691945,4.0449077073900774e-10,1.6294455698720465
2021-09-21,63.48488874,386699953.723238,1550.0,-563.410449774309,3.88035308745982e-10,1.5518680090211259
2021-09-22,60.58438527,383246026.193577,1550.0,-563.258777167943,3.742540791162874e-10,1.6555704525568482
2021-09-23,60.09606193,385713130.610253,1550.0,-563.015157983342,3.632405036479991e-10,1.7194081463962299
2021-09-24,59.99660979,384752298.739938,1550.0,-563.55727032343,3.5508810128370705e-10,1.6877555302140725
2021-09-25,53.85103398,385521778.225037,1550.0,-563.078083038785,3.4989026259646394e-10,1.7518015148366388
2021-09-26,54.81640222,384411400.262149,1550.0,-563.148238219962,3.4774044407881455e-10,1.6840298247294188
2021-09-27,59.03134289,384354540.841899,1550.0,-562.919738010055,3.487321056927506e-10,1.2214318127717574
2021-09-28,58.48665131,382721345.454319,1550.0,-563.1445337172,3.45293203751762e-10,1.5573076067446272
2021-09-29,56.77457078,386126770.6756,1550.0,-563.31001973931,3.337390676316776e-10,1.6590657802658024
