Day,Year,Month,Last_day_value,Today_value
2017/7/26,2017,7,-451.6,-451.6
2017/7/27,2017,7,-451.6,-451.6
2017/7/28,2017,7,-451.6,-451.6
2017/7/31,2017,7,-451.6,-451.6
2017/8/1,2017,8,-450.3857143,-443.1
2017/8/2,2017,8,-449.1714286,-443.1
2017/8/3,2017,8,-447.9571429,-443.1
2017/8/4,2017,8,-446.7428571,-443.1
2017/8/7,2017,8,-445.5285714,-443.1
2017/8/8,2017,8,-444.3142857,-443.1
2017/8/9,2017,8,-443.1,-443.1
2017/8/10,2017,8,-443.1,-443.1
2017/8/11,2017,8,-443.1,-443.1
2017/8/14,2017,8,-443.1,-443.1
2017/8/15,2017,8,-443.1,-443.1
2017/8/16,2017,8,-443.1,-443.1
2017/8/17,2017,8,-443.1,-443.1
2017/8/18,2017,8,-443.1,-443.1
2017/8/21,2017,8,-443.1,-443.1
2017/8/22,2017,8,-443.1,-443.1
2017/8/23,2017,8,-443.1,-443.1
2017/8/24,2017,8,-443.1,-443.1
2017/8/25,2017,8,-443.1,-443.1
2017/8/28,2017,8,-443.1,-443.1
2017/8/29,2017,8,-443.1,-443.1
2017/8/30,2017,8,-443.1,-443.1
2017/8/31,2017,8,-443.1,-443.1
2017/9/1,2017,9,-443.8428571,-448.3
2017/9/5,2017,9,-444.5857143,-448.3
2017/9/6,2017,9,-445.3285714,-448.3
2017/9/7,2017,9,-446.0714286,-448.3
2017/9/8,2017,9,-446.8142857,-448.3
2017/9/11,2017,9,-447.5571429,-448.3
2017/9/12,2017,9,-448.3,-448.3
2017/9/13,2017,9,-448.3,-448.3
2017/9/14,2017,9,-448.3,-448.3
2017/9/15,2017,9,-448.3,-448.3
2017/9/18,2017,9,-448.3,-448.3
2017/9/19,2017,9,-448.3,-448.3
2017/9/20,2017,9,-448.3,-448.3
2017/9/21,2017,9,-448.3,-448.3
2017/9/22,2017,9,-448.3,-448.3
2017/9/25,2017,9,-448.3,-448.3
2017/9/26,2017,9,-448.3,-448.3
2017/9/27,2017,9,-448.3,-448.3
2017/9/28,2017,9,-448.3,-448.3
2017/9/29,2017,9,-448.3,-448.3
2017/10/2,2017,10,-454.0428571,-488.5
2017/10/3,2017,10,-459.7857143,-488.5
2017/10/4,2017,10,-465.5285714,-488.5
2017/10/5,2017,10,-471.2714286,-488.5
2017/10/6,2017,10,-477.0142857,-488.5
2017/10/9,2017,10,-482.7571429,-488.5
2017/10/10,2017,10,-488.5,-488.5
2017/10/11,2017,10,-488.5,-488.5
2017/10/12,2017,10,-488.5,-488.5
2017/10/13,2017,10,-488.5,-488.5
2017/10/16,2017,10,-488.5,-488.5
2017/10/17,2017,10,-488.5,-488.5
2017/10/18,2017,10,-488.5,-488.5
2017/10/19,2017,10,-488.5,-488.5
2017/10/20,2017,10,-488.5,-488.5
2017/10/23,2017,10,-488.5,-488.5
2017/10/24,2017,10,-488.5,-488.5
2017/10/25,2017,10,-488.5,-488.5
2017/10/26,2017,10,-488.5,-488.5
2017/10/27,2017,10,-488.5,-488.5
2017/10/30,2017,10,-488.5,-488.5
2017/10/31,2017,10,-488.5,-488.5
2017/11/1,2017,11,-491.4,-508.8
2017/11/2,2017,11,-494.3,-508.8
2017/11/3,2017,11,-497.2,-508.8
2017/11/6,2017,11,-500.1,-508.8
2017/11/7,2017,11,-503,-508.8
2017/11/8,2017,11,-505.9,-508.8
2017/11/9,2017,11,-508.8,-508.8
2017/11/10,2017,11,-508.8,-508.8
2017/11/13,2017,11,-508.8,-508.8
2017/11/14,2017,11,-508.8,-508.8
2017/11/15,2017,11,-508.8,-508.8
2017/11/16,2017,11,-508.8,-508.8
2017/11/17,2017,11,-508.8,-508.8
2017/11/20,2017,11,-508.8,-508.8
2017/11/21,2017,11,-508.8,-508.8
2017/11/22,2017,11,-508.8,-508.8
2017/11/24,2017,11,-508.8,-508.8
2017/11/27,2017,11,-508.8,-508.8
2017/11/28,2017,11,-508.8,-508.8
2017/11/29,2017,11,-508.8,-508.8
2017/11/30,2017,11,-508.8,-508.8
2017/12/1,2017,12,-513.1285714,-539.1
2017/12/4,2017,12,-517.4571429,-539.1
2017/12/5,2017,12,-521.7857143,-539.1
2017/12/6,2017,12,-526.1142857,-539.1
2017/12/7,2017,12,-530.4428571,-539.1
2017/12/8,2017,12,-534.7714286,-539.1
2017/12/11,2017,12,-539.1,-539.1
2017/12/12,2017,12,-539.1,-539.1
2017/12/13,2017,12,-539.1,-539.1
2017/12/14,2017,12,-539.1,-539.1
2017/12/15,2017,12,-539.1,-539.1
2017/12/18,2017,12,-539.1,-539.1
2017/12/19,2017,12,-539.1,-539.1
2017/12/20,2017,12,-539.1,-539.1
2017/12/21,2017,12,-539.1,-539.1
2017/12/22,2017,12,-539.1,-539.1
2017/12/26,2017,12,-539.1,-539.1
2017/12/27,2017,12,-539.1,-539.1
2017/12/28,2017,12,-539.1,-539.1
2017/12/29,2017,12,-539.1,-539.1
2018/1/2,2018,1,-537.6285714,-528.8
2018/1/3,2018,1,-536.1571429,-528.8
2018/1/4,2018,1,-534.6857143,-528.8
2018/1/5,2018,1,-533.2142857,-528.8
2018/1/8,2018,1,-531.7428571,-528.8
2018/1/9,2018,1,-530.2714286,-528.8
2018/1/10,2018,1,-528.8,-528.8
2018/1/11,2018,1,-528.8,-528.8
2018/1/12,2018,1,-528.8,-528.8
2018/1/16,2018,1,-528.8,-528.8
2018/1/17,2018,1,-528.8,-528.8
2018/1/18,2018,1,-528.8,-528.8
2018/1/19,2018,1,-528.8,-528.8
2018/1/22,2018,1,-528.8,-528.8
2018/1/23,2018,1,-528.8,-528.8
2018/1/24,2018,1,-528.8,-528.8
2018/1/25,2018,1,-528.8,-528.8
2018/1/26,2018,1,-528.8,-528.8
2018/1/29,2018,1,-528.8,-528.8
2018/1/30,2018,1,-528.8,-528.8
2018/1/31,2018,1,-528.8,-528.8
2018/2/1,2018,2,-532.6,-555.4
2018/2/2,2018,2,-536.4,-555.4
2018/2/5,2018,2,-540.2,-555.4
2018/2/6,2018,2,-544,-555.4
2018/2/7,2018,2,-547.8,-555.4
2018/2/8,2018,2,-551.6,-555.4
2018/2/9,2018,2,-555.4,-555.4
2018/2/12,2018,2,-555.4,-555.4
2018/2/13,2018,2,-555.4,-555.4
2018/2/14,2018,2,-555.4,-555.4
2018/2/15,2018,2,-555.4,-555.4
2018/2/16,2018,2,-555.4,-555.4
2018/2/20,2018,2,-555.4,-555.4
2018/2/21,2018,2,-555.4,-555.4
2018/2/22,2018,2,-555.4,-555.4
2018/2/23,2018,2,-555.4,-555.4
2018/2/26,2018,2,-555.4,-555.4
2018/2/27,2018,2,-555.4,-555.4
2018/2/28,2018,2,-555.4,-555.4
2018/3/1,2018,3,-543.5,-472.1
2018/3/2,2018,3,-531.6,-472.1
2018/3/5,2018,3,-519.7,-472.1
2018/3/6,2018,3,-507.8,-472.1
2018/3/7,2018,3,-495.9,-472.1
2018/3/8,2018,3,-484,-472.1
2018/3/9,2018,3,-472.1,-472.1
2018/3/12,2018,3,-472.1,-472.1
2018/3/13,2018,3,-472.1,-472.1
2018/3/14,2018,3,-472.1,-472.1
2018/3/15,2018,3,-472.1,-472.1
2018/3/16,2018,3,-472.1,-472.1
2018/3/19,2018,3,-472.1,-472.1
2018/3/20,2018,3,-472.1,-472.1
2018/3/21,2018,3,-472.1,-472.1
2018/3/22,2018,3,-472.1,-472.1
2018/3/23,2018,3,-472.1,-472.1
2018/3/26,2018,3,-472.1,-472.1
2018/3/27,2018,3,-472.1,-472.1
2018/3/28,2018,3,-472.1,-472.1
2018/3/29,2018,3,-472.1,-472.1
2018/4/2,2018,4,-470.4857143,-460.8
2018/4/3,2018,4,-468.8714286,-460.8
2018/4/4,2018,4,-467.2571429,-460.8
2018/4/5,2018,4,-465.6428571,-460.8
2018/4/6,2018,4,-464.0285714,-460.8
2018/4/9,2018,4,-462.4142857,-460.8
2018/4/10,2018,4,-460.8,-460.8
2018/4/11,2018,4,-460.8,-460.8
2018/4/12,2018,4,-460.8,-460.8
2018/4/13,2018,4,-460.8,-460.8
2018/4/16,2018,4,-460.8,-460.8
2018/4/17,2018,4,-460.8,-460.8
2018/4/18,2018,4,-460.8,-460.8
2018/4/19,2018,4,-460.8,-460.8
2018/4/20,2018,4,-460.8,-460.8
2018/4/23,2018,4,-460.8,-460.8
2018/4/24,2018,4,-460.8,-460.8
2018/4/25,2018,4,-460.8,-460.8
2018/4/26,2018,4,-460.8,-460.8
2018/4/27,2018,4,-460.8,-460.8
2018/4/30,2018,4,-460.8,-460.8
2018/5/1,2018,5,-455.7714286,-425.6
2018/5/2,2018,5,-450.7428571,-425.6
2018/5/3,2018,5,-445.7142857,-425.6
2018/5/4,2018,5,-440.6857143,-425.6
2018/5/7,2018,5,-435.6571429,-425.6
2018/5/8,2018,5,-430.6285714,-425.6
2018/5/9,2018,5,-425.6,-425.6
2018/5/10,2018,5,-425.6,-425.6
2018/5/11,2018,5,-425.6,-425.6
2018/5/14,2018,5,-425.6,-425.6
2018/5/15,2018,5,-425.6,-425.6
2018/5/16,2018,5,-425.6,-425.6
2018/5/17,2018,5,-425.6,-425.6
2018/5/18,2018,5,-425.6,-425.6
2018/5/21,2018,5,-425.6,-425.6
2018/5/22,2018,5,-425.6,-425.6
2018/5/23,2018,5,-425.6,-425.6
2018/5/24,2018,5,-425.6,-425.6
2018/5/25,2018,5,-425.6,-425.6
2018/5/29,2018,5,-425.6,-425.6
2018/5/30,2018,5,-425.6,-425.6
2018/5/31,2018,5,-425.6,-425.6
2018/6/1,2018,6,-430.1428571,-457.4
2018/6/4,2018,6,-434.6857143,-457.4
2018/6/5,2018,6,-439.2285714,-457.4
2018/6/6,2018,6,-443.7714286,-457.4
2018/6/7,2018,6,-448.3142857,-457.4
2018/6/8,2018,6,-452.8571429,-457.4
2018/6/11,2018,6,-457.4,-457.4
2018/6/12,2018,6,-457.4,-457.4
2018/6/13,2018,6,-457.4,-457.4
2018/6/14,2018,6,-457.4,-457.4
2018/6/15,2018,6,-457.4,-457.4
2018/6/18,2018,6,-457.4,-457.4
2018/6/19,2018,6,-457.4,-457.4
2018/6/20,2018,6,-457.4,-457.4
2018/6/21,2018,6,-457.4,-457.4
2018/6/22,2018,6,-457.4,-457.4
2018/6/25,2018,6,-457.4,-457.4
2018/6/26,2018,6,-457.4,-457.4
2018/6/27,2018,6,-457.4,-457.4
2018/6/28,2018,6,-457.4,-457.4
2018/6/29,2018,6,-457.4,-457.4
2018/7/2,2018,7,-464.0857143,-504.2
2018/7/3,2018,7,-470.7714286,-504.2
2018/7/5,2018,7,-477.4571429,-504.2
2018/7/6,2018,7,-484.1428571,-504.2
2018/7/9,2018,7,-490.8285714,-504.2
2018/7/10,2018,7,-497.5142857,-504.2
2018/7/11,2018,7,-504.2,-504.2
2018/7/12,2018,7,-504.2,-504.2
2018/7/13,2018,7,-504.2,-504.2
2018/7/16,2018,7,-504.2,-504.2
2018/7/17,2018,7,-504.2,-504.2
2018/7/18,2018,7,-504.2,-504.2
2018/7/19,2018,7,-504.2,-504.2
2018/7/20,2018,7,-504.2,-504.2
2018/7/23,2018,7,-504.2,-504.2
2018/7/24,2018,7,-504.2,-504.2
2018/7/25,2018,7,-504.2,-504.2
2018/7/26,2018,7,-504.2,-504.2
2018/7/27,2018,7,-504.2,-504.2
2018/7/30,2018,7,-504.2,-504.2
2018/7/31,2018,7,-504.2,-504.2
2018/8/1,2018,8,-508.8571429,-536.8
2018/8/2,2018,8,-513.5142857,-536.8
2018/8/3,2018,8,-518.1714286,-536.8
2018/8/6,2018,8,-522.8285714,-536.8
2018/8/7,2018,8,-527.4857143,-536.8
2018/8/8,2018,8,-532.1428571,-536.8
2018/8/9,2018,8,-536.8,-536.8
2018/8/10,2018,8,-536.8,-536.8
2018/8/13,2018,8,-536.8,-536.8
2018/8/14,2018,8,-536.8,-536.8
2018/8/15,2018,8,-536.8,-536.8
2018/8/16,2018,8,-536.8,-536.8
2018/8/17,2018,8,-536.8,-536.8
2018/8/20,2018,8,-536.8,-536.8
2018/8/21,2018,8,-536.8,-536.8
2018/8/22,2018,8,-536.8,-536.8
2018/8/23,2018,8,-536.8,-536.8
2018/8/24,2018,8,-536.8,-536.8
2018/8/27,2018,8,-536.8,-536.8
2018/8/28,2018,8,-536.8,-536.8
2018/8/29,2018,8,-536.8,-536.8
2018/8/30,2018,8,-536.8,-536.8
2018/8/31,2018,8,-536.8,-536.8
2018/9/4,2018,9,-539.6857143,-557
2018/9/5,2018,9,-542.5714286,-557
2018/9/6,2018,9,-545.4571429,-557
2018/9/7,2018,9,-548.3428571,-557
2018/9/10,2018,9,-551.2285714,-557
2018/9/11,2018,9,-554.1142857,-557
2018/9/12,2018,9,-557,-557
2018/9/13,2018,9,-557,-557
2018/9/14,2018,9,-557,-557
2018/9/17,2018,9,-557,-557
2018/9/18,2018,9,-557,-557
2018/9/19,2018,9,-557,-557
2018/9/20,2018,9,-557,-557
2018/9/21,2018,9,-557,-557
2018/9/24,2018,9,-557,-557
2018/9/25,2018,9,-557,-557
2018/9/26,2018,9,-557,-557
2018/9/27,2018,9,-557,-557
2018/9/28,2018,9,-557,-557
2018/10/1,2018,10,-558.1857143,-565.3
2018/10/2,2018,10,-559.3714286,-565.3
2018/10/3,2018,10,-560.5571429,-565.3
2018/10/4,2018,10,-561.7428571,-565.3
2018/10/5,2018,10,-562.9285714,-565.3
2018/10/8,2018,10,-564.1142857,-565.3
2018/10/9,2018,10,-565.3,-565.3
2018/10/10,2018,10,-565.3,-565.3
2018/10/11,2018,10,-565.3,-565.3
2018/10/12,2018,10,-565.3,-565.3
2018/10/15,2018,10,-565.3,-565.3
2018/10/16,2018,10,-565.3,-565.3
2018/10/17,2018,10,-565.3,-565.3
2018/10/18,2018,10,-565.3,-565.3
2018/10/19,2018,10,-565.3,-565.3
2018/10/22,2018,10,-565.3,-565.3
2018/10/23,2018,10,-565.3,-565.3
2018/10/24,2018,10,-565.3,-565.3
2018/10/25,2018,10,-565.3,-565.3
2018/10/26,2018,10,-565.3,-565.3
2018/10/29,2018,10,-565.3,-565.3
2018/10/30,2018,10,-565.3,-565.3
2018/10/31,2018,10,-565.3,-565.3
2018/11/1,2018,11,-556.7285714,-505.3
2018/11/2,2018,11,-548.1571429,-505.3
2018/11/5,2018,11,-539.5857143,-505.3
2018/11/6,2018,11,-531.0142857,-505.3
2018/11/7,2018,11,-522.4428571,-505.3
2018/11/8,2018,11,-513.8714286,-505.3
2018/11/9,2018,11,-505.3,-505.3
2018/11/12,2018,11,-505.3,-505.3
2018/11/13,2018,11,-505.3,-505.3
2018/11/14,2018,11,-505.3,-505.3
2018/11/15,2018,11,-505.3,-505.3
2018/11/16,2018,11,-505.3,-505.3
2018/11/19,2018,11,-505.3,-505.3
2018/11/20,2018,11,-505.3,-505.3
2018/11/21,2018,11,-505.3,-505.3
2018/11/23,2018,11,-505.3,-505.3
2018/11/26,2018,11,-505.3,-505.3
2018/11/27,2018,11,-505.3,-505.3
2018/11/28,2018,11,-505.3,-505.3
2018/11/29,2018,11,-505.3,-505.3
2018/11/30,2018,11,-505.3,-505.3
2018/12/3,2018,12,-518.6857143,-599
2018/12/4,2018,12,-532.0714286,-599
2018/12/6,2018,12,-545.4571429,-599
2018/12/7,2018,12,-558.8428571,-599
2018/12/10,2018,12,-572.2285714,-599
2018/12/11,2018,12,-585.6142857,-599
2018/12/12,2018,12,-599,-599
2018/12/13,2018,12,-599,-599
2018/12/14,2018,12,-599,-599
2018/12/17,2018,12,-599,-599
2018/12/18,2018,12,-599,-599
2018/12/19,2018,12,-599,-599
2018/12/20,2018,12,-599,-599
2018/12/21,2018,12,-599,-599
2018/12/24,2018,12,-599,-599
2018/12/26,2018,12,-599,-599
2018/12/27,2018,12,-599,-599
2018/12/28,2018,12,-599,-599
2018/12/31,2018,12,-599,-599
2019/1/2,2019,1,-586.4714286,-511.3
2019/1/3,2019,1,-573.9428571,-511.3
2019/1/4,2019,1,-561.4142857,-511.3
2019/1/7,2019,1,-548.8857143,-511.3
2019/1/8,2019,1,-536.3571429,-511.3
2019/1/9,2019,1,-523.8285714,-511.3
2019/1/10,2019,1,-511.3,-511.3
2019/1/11,2019,1,-511.3,-511.3
2019/1/14,2019,1,-511.3,-511.3
2019/1/15,2019,1,-511.3,-511.3
2019/1/16,2019,1,-511.3,-511.3
2019/1/17,2019,1,-511.3,-511.3
2019/1/18,2019,1,-511.3,-511.3
2019/1/22,2019,1,-511.3,-511.3
2019/1/23,2019,1,-511.3,-511.3
2019/1/24,2019,1,-511.3,-511.3
2019/1/25,2019,1,-511.3,-511.3
2019/1/28,2019,1,-511.3,-511.3
2019/1/29,2019,1,-511.3,-511.3
2019/1/30,2019,1,-511.3,-511.3
2019/1/31,2019,1,-511.3,-511.3
2019/2/1,2019,2,-509.6857143,-500
2019/2/4,2019,2,-508.0714286,-500
2019/2/5,2019,2,-506.4571429,-500
2019/2/6,2019,2,-504.8428571,-500
2019/2/7,2019,2,-503.2285714,-500
2019/2/8,2019,2,-501.6142857,-500
2019/2/11,2019,2,-500,-500
2019/2/12,2019,2,-500,-500
2019/2/13,2019,2,-500,-500
2019/2/14,2019,2,-500,-500
2019/2/15,2019,2,-500,-500
2019/2/19,2019,2,-500,-500
2019/2/20,2019,2,-500,-500
2019/2/21,2019,2,-500,-500
2019/2/22,2019,2,-500,-500
2019/2/25,2019,2,-500,-500
2019/2/26,2019,2,-500,-500
2019/2/27,2019,2,-500,-500
2019/2/28,2019,2,-500,-500
2019/3/1,2019,3,-502.7285714,-519.1
2019/3/4,2019,3,-505.4571429,-519.1
2019/3/5,2019,3,-508.1857143,-519.1
2019/3/6,2019,3,-510.9142857,-519.1
2019/3/7,2019,3,-513.6428571,-519.1
2019/3/8,2019,3,-516.3714286,-519.1
2019/3/11,2019,3,-519.1,-519.1
2019/3/12,2019,3,-519.1,-519.1
2019/3/13,2019,3,-519.1,-519.1
2019/3/14,2019,3,-519.1,-519.1
2019/3/15,2019,3,-519.1,-519.1
2019/3/18,2019,3,-519.1,-519.1
2019/3/19,2019,3,-519.1,-519.1
2019/3/20,2019,3,-519.1,-519.1
2019/3/21,2019,3,-519.1,-519.1
2019/3/22,2019,3,-519.1,-519.1
2019/3/25,2019,3,-519.1,-519.1
2019/3/26,2019,3,-519.1,-519.1
2019/3/27,2019,3,-519.1,-519.1
2019/3/28,2019,3,-519.1,-519.1
2019/3/29,2019,3,-519.1,-519.1
2019/4/1,2019,4,-519.2,-519.8
2019/4/2,2019,4,-519.3,-519.8
2019/4/3,2019,4,-519.4,-519.8
2019/4/4,2019,4,-519.5,-519.8
2019/4/5,2019,4,-519.6,-519.8
2019/4/8,2019,4,-519.7,-519.8
2019/4/9,2019,4,-519.8,-519.8
2019/4/10,2019,4,-519.8,-519.8
2019/4/11,2019,4,-519.8,-519.8
2019/4/12,2019,4,-519.8,-519.8
2019/4/15,2019,4,-519.8,-519.8
2019/4/16,2019,4,-519.8,-519.8
2019/4/17,2019,4,-519.8,-519.8
2019/4/18,2019,4,-519.8,-519.8
2019/4/22,2019,4,-519.8,-519.8
2019/4/23,2019,4,-519.8,-519.8
2019/4/24,2019,4,-519.8,-519.8
2019/4/25,2019,4,-519.8,-519.8
2019/4/26,2019,4,-519.8,-519.8
2019/4/29,2019,4,-519.8,-519.8
2019/4/30,2019,4,-519.8,-519.8
2019/5/1,2019,5,-525.3285714,-558.5
2019/5/2,2019,5,-530.8571429,-558.5
2019/5/3,2019,5,-536.3857143,-558.5
2019/5/6,2019,5,-541.9142857,-558.5
2019/5/7,2019,5,-547.4428571,-558.5
2019/5/8,2019,5,-552.9714286,-558.5
2019/5/9,2019,5,-558.5,-558.5
2019/5/10,2019,5,-558.5,-558.5
2019/5/13,2019,5,-558.5,-558.5
2019/5/14,2019,5,-558.5,-558.5
2019/5/15,2019,5,-558.5,-558.5
2019/5/16,2019,5,-558.5,-558.5
2019/5/17,2019,5,-558.5,-558.5
2019/5/20,2019,5,-558.5,-558.5
2019/5/21,2019,5,-558.5,-558.5
2019/5/22,2019,5,-558.5,-558.5
2019/5/23,2019,5,-558.5,-558.5
2019/5/24,2019,5,-558.5,-558.5
2019/5/28,2019,5,-558.5,-558.5
2019/5/29,2019,5,-558.5,-558.5
2019/5/30,2019,5,-558.5,-558.5
2019/5/31,2019,5,-558.5,-558.5
2019/6/3,2019,6,-558.0142857,-555.1
2019/6/4,2019,6,-557.5285714,-555.1
2019/6/5,2019,6,-557.0428571,-555.1
2019/6/6,2019,6,-556.5571429,-555.1
2019/6/7,2019,6,-556.0714286,-555.1
2019/6/10,2019,6,-555.5857143,-555.1
2019/6/11,2019,6,-555.1,-555.1
2019/6/12,2019,6,-555.1,-555.1
2019/6/13,2019,6,-555.1,-555.1
2019/6/14,2019,6,-555.1,-555.1
2019/6/17,2019,6,-555.1,-555.1
2019/6/18,2019,6,-555.1,-555.1
2019/6/19,2019,6,-555.1,-555.1
2019/6/20,2019,6,-555.1,-555.1
2019/6/21,2019,6,-555.1,-555.1
2019/6/24,2019,6,-555.1,-555.1
2019/6/25,2019,6,-555.1,-555.1
2019/6/26,2019,6,-555.1,-555.1
2019/6/27,2019,6,-555.1,-555.1
2019/6/28,2019,6,-555.1,-555.1
2019/7/1,2019,7,-551.1,-527.1
2019/7/2,2019,7,-547.1,-527.1
2019/7/3,2019,7,-543.1,-527.1
2019/7/5,2019,7,-539.1,-527.1
2019/7/8,2019,7,-535.1,-527.1
2019/7/9,2019,7,-531.1,-527.1
2019/7/10,2019,7,-527.1,-527.1
2019/7/11,2019,7,-527.1,-527.1
2019/7/12,2019,7,-527.1,-527.1
2019/7/15,2019,7,-527.1,-527.1
2019/7/16,2019,7,-527.1,-527.1
2019/7/17,2019,7,-527.1,-527.1
2019/7/18,2019,7,-527.1,-527.1
2019/7/19,2019,7,-527.1,-527.1
2019/7/22,2019,7,-527.1,-527.1
2019/7/23,2019,7,-527.1,-527.1
2019/7/24,2019,7,-527.1,-527.1
2019/7/25,2019,7,-527.1,-527.1
2019/7/26,2019,7,-527.1,-527.1
2019/7/29,2019,7,-527.1,-527.1
2019/7/30,2019,7,-527.1,-527.1
2019/7/31,2019,7,-527.1,-527.1
2019/8/1,2019,8,-528.2857143,-535.4
2019/8/2,2019,8,-529.4714286,-535.4
2019/8/5,2019,8,-530.6571429,-535.4
2019/8/6,2019,8,-531.8428571,-535.4
2019/8/7,2019,8,-533.0285714,-535.4
2019/8/8,2019,8,-534.2142857,-535.4
2019/8/9,2019,8,-535.4,-535.4
2019/8/12,2019,8,-535.4,-535.4
2019/8/13,2019,8,-535.4,-535.4
2019/8/14,2019,8,-535.4,-535.4
2019/8/15,2019,8,-535.4,-535.4
2019/8/16,2019,8,-535.4,-535.4
2019/8/19,2019,8,-535.4,-535.4
2019/8/20,2019,8,-535.4,-535.4
2019/8/21,2019,8,-535.4,-535.4
2019/8/22,2019,8,-535.4,-535.4
2019/8/23,2019,8,-535.4,-535.4
2019/8/26,2019,8,-535.4,-535.4
2019/8/27,2019,8,-535.4,-535.4
2019/8/28,2019,8,-535.4,-535.4
2019/8/29,2019,8,-535.4,-535.4
2019/8/30,2019,8,-535.4,-535.4
2019/9/3,2019,9,-532.5285714,-515.3
2019/9/4,2019,9,-529.6571429,-515.3
2019/9/5,2019,9,-526.7857143,-515.3
2019/9/6,2019,9,-523.9142857,-515.3
2019/9/9,2019,9,-521.0428571,-515.3
2019/9/10,2019,9,-518.1714286,-515.3
2019/9/11,2019,9,-515.3,-515.3
2019/9/12,2019,9,-515.3,-515.3
2019/9/13,2019,9,-515.3,-515.3
2019/9/16,2019,9,-515.3,-515.3
2019/9/17,2019,9,-515.3,-515.3
2019/9/18,2019,9,-515.3,-515.3
2019/9/19,2019,9,-515.3,-515.3
2019/9/20,2019,9,-515.3,-515.3
2019/9/23,2019,9,-515.3,-515.3
2019/9/24,2019,9,-515.3,-515.3
2019/9/25,2019,9,-515.3,-515.3
2019/9/26,2019,9,-515.3,-515.3
2019/9/27,2019,9,-515.3,-515.3
2019/9/30,2019,9,-515.3,-515.3
2019/10/1,2019,10,-509.3571429,-473.7
2019/10/2,2019,10,-503.4142857,-473.7
2019/10/3,2019,10,-497.4714286,-473.7
2019/10/4,2019,10,-491.5285714,-473.7
2019/10/7,2019,10,-485.5857143,-473.7
2019/10/8,2019,10,-479.6428571,-473.7
2019/10/9,2019,10,-473.7,-473.7
2019/10/10,2019,10,-473.7,-473.7
2019/10/11,2019,10,-473.7,-473.7
2019/10/14,2019,10,-473.7,-473.7
2019/10/15,2019,10,-473.7,-473.7
2019/10/16,2019,10,-473.7,-473.7
2019/10/17,2019,10,-473.7,-473.7
2019/10/18,2019,10,-473.7,-473.7
2019/10/21,2019,10,-473.7,-473.7
2019/10/22,2019,10,-473.7,-473.7
2019/10/23,2019,10,-473.7,-473.7
2019/10/24,2019,10,-473.7,-473.7
2019/10/25,2019,10,-473.7,-473.7
2019/10/28,2019,10,-473.7,-473.7
2019/10/29,2019,10,-473.7,-473.7
2019/10/30,2019,10,-473.7,-473.7
2019/10/31,2019,10,-473.7,-473.7
2019/11/1,2019,11,-468.4428571,-436.9
2019/11/4,2019,11,-463.1857143,-436.9
2019/11/5,2019,11,-457.9285714,-436.9
2019/11/6,2019,11,-452.6714286,-436.9
2019/11/7,2019,11,-447.4142857,-436.9
2019/11/8,2019,11,-442.1571429,-436.9
2019/11/11,2019,11,-436.9,-436.9
2019/11/12,2019,11,-436.9,-436.9
2019/11/13,2019,11,-436.9,-436.9
2019/11/14,2019,11,-436.9,-436.9
2019/11/15,2019,11,-436.9,-436.9
2019/11/18,2019,11,-436.9,-436.9
2019/11/19,2019,11,-436.9,-436.9
2019/11/20,2019,11,-436.9,-436.9
2019/11/21,2019,11,-436.9,-436.9
2019/11/22,2019,11,-436.9,-436.9
2019/11/25,2019,11,-436.9,-436.9
2019/11/26,2019,11,-436.9,-436.9
2019/11/27,2019,11,-436.9,-436.9
2019/11/29,2019,11,-436.9,-436.9
2019/12/2,2019,12,-443.9285714,-486.1
2019/12/3,2019,12,-450.9571429,-486.1
2019/12/4,2019,12,-457.9857143,-486.1
2019/12/5,2019,12,-465.0142857,-486.1
2019/12/6,2019,12,-472.0428571,-486.1
2019/12/9,2019,12,-479.0714286,-486.1
2019/12/10,2019,12,-486.1,-486.1
2019/12/11,2019,12,-486.1,-486.1
2019/12/12,2019,12,-486.1,-486.1
2019/12/13,2019,12,-486.1,-486.1
2019/12/16,2019,12,-486.1,-486.1
2019/12/17,2019,12,-486.1,-486.1
2019/12/18,2019,12,-486.1,-486.1
2019/12/19,2019,12,-486.1,-486.1
2019/12/20,2019,12,-486.1,-486.1
2019/12/23,2019,12,-486.1,-486.1
2019/12/24,2019,12,-486.1,-486.1
2019/12/26,2019,12,-486.1,-486.1
2019/12/27,2019,12,-486.1,-486.1
2019/12/30,2019,12,-486.1,-486.1
2019/12/31,2019,12,-486.1,-486.1
2020/1/2,2020,1,-476.7142857,-420.4
2020/1/3,2020,1,-467.3285714,-420.4
2020/1/6,2020,1,-457.9428571,-420.4
2020/1/7,2020,1,-448.5571429,-420.4
2020/1/8,2020,1,-439.1714286,-420.4
2020/1/9,2020,1,-429.7857143,-420.4
2020/1/10,2020,1,-420.4,-420.4
2020/1/13,2020,1,-420.4,-420.4
2020/1/14,2020,1,-420.4,-420.4
2020/1/15,2020,1,-420.4,-420.4
2020/1/16,2020,1,-420.4,-420.4
2020/1/17,2020,1,-420.4,-420.4
2020/1/21,2020,1,-420.4,-420.4
2020/1/22,2020,1,-420.4,-420.4
2020/1/23,2020,1,-420.4,-420.4
2020/1/24,2020,1,-420.4,-420.4
2020/1/27,2020,1,-420.4,-420.4
