Year,Month,Day,C,I,G,NX,American_GDP,GDP
2021,11,2021/11/7,546.9901626,48824825.24,19790.59119,108.2539251,3.07E+11,
2021,11,2021/11/8,562.8819861,52364588.99,19637.68267,111.2686815,3.07E+11,
2021,11,2021/11/9,518.4861242,54487874.4,19536.40567,111.5102679,3.07E+11,
2021,11,2021/11/10,548.7322651,62143011.59,19668.19668,104.2259269,3.06E+11,
2021,11,2021/11/11,508.0156096,93872922.34,18168.36057,111.5371246,3.07E+11,
2021,11,2021/11/12,513.5862791,77327730.65,18310.00508,100.3838748,3.09E+11,
2021,11,2021/11/13,517.8612207,92047582.74,18085.72402,121.680209,3.06E+11,
2021,11,2021/11/14,434.4869972,71197287.07,18347.81361,112.5023117,3.06E+11,
2021,11,2021/11/15,445.0103626,71147727.36,18341.50072,103.5970217,3.06E+11,
2021,11,2021/11/16,516.4258102,60243905.33,19996.0394,108.8642863,3.06E+11,
2021,11,2021/11/17,537.4437847,56133355.95,18037.66044,123.3549173,3.06E+11,
2021,11,2021/11/18,549.8614257,64696325.16,18196.4844,112.3811984,3.06E+11,
2021,11,2021/11/19,626.6831496,71802372.54,18459.98748,119.6992418,3.05E+11,
2021,11,2021/11/20,678.5493151,64950384.37,18267.14926,102.6188811,3.05E+11,
2021,11,2021/11/21,635.7246311,77525562.7,18124.13016,105.1519142,3.04E+11,
2021,11,2021/11/22,662.3914919,80363498.11,18029.56337,109.7469271,3.04E+11,
2021,11,2021/11/23,718.0562201,90210205.04,18227.34031,107.0180445,3.04E+11,
2021,11,2021/11/24,676.6136918,89278191.13,18078.50588,108.5520661,3.05E+11,
2021,11,2021/11/25,631.3769831,93555848.72,19834.58512,105.8121354,3.05E+11,
2021,11,2021/11/26,668.0267251,94354777.07,19312.19628,120.3933934,3.05E+11,
2021,11,2021/11/27,678.241695,84884392.76,19354.87332,108.0794937,3.07E+11,
2021,11,2021/11/28,679.9463332,114813362.2,19372.1375,110.0228616,3.05E+11,
