,Worker,Accuracy
213,4823,0.3857137441983717
214,1733,0.7132017550857727
215,5070,0.5752463448395925
216,1746,0.0012023124077932793
217,5803,0.004783360822220201
218,4684,0.3043569199092597
219,5787,0.6306003768562474
220,958,0.7779838589563142
221,696,0.715900930189356
222,5761,0.6589273358273904
223,3829,0.3121454493073589
224,4471,0.9729307176494238
225,4459,0.2340790540714933
226,5955,0.5846195804003379
227,889,0.020807540930210276
228,3590,0.5456233044851861
229,1805,0.338312652019519
230,131,0.19785025818041752
231,3180,0.3706989793058725
232,5177,0.5231314609359172
233,3821,0.07003385237201573
234,4959,0.9848756719218179
235,2307,0.7214730906573648
236,2020,0.16165455225971376
237,2023,0.7103623143763977
238,5184,0.9224002879803817
239,4122,0.6293705838591889
240,4715,0.7338861260659595
241,3815,0.30368914821355564
242,5161,0.5301518393017487
243,2024,0.26509494258636057
244,1807,0.8321334695381734
245,5170,0.45753129042543944
246,990,0.33775905858244165
247,5749,0.775819988720204
248,5156,0.43272857212103977
249,3192,0.7872496506611072
250,985,0.17782327310911453
251,3163,0.8759115766769661
252,1088,0.9495125061987151
253,3600,0.9886595345349118
254,2012,0.02328551937834599
255,3503,0.7838408841922255
256,2777,0.8540493923745572
257,2288,0.07844011752612343
258,1983,0.7388541633813177
259,1647,0.6397564514848121
260,1096,0.732226661036761
261,5256,0.7126310484226649
262,2986,0.5156299292937196
263,4819,0.3701760551931095
264,4048,0.8024726193843156
265,4425,0.43948643697217704
266,5111,0.46762759880863103
267,5433,0.6551350312239306
268,1508,0.772048311631872
269,2907,0.3624284991702221
270,4387,0.2768804781314386
271,216,0.1164754921190622
272,3189,0.8948197880822467
273,2533,0.4994814115824823
274,2015,0.42739981587949993
275,329,0.5821045958903308
276,474,0.9806419526043519
277,2541,0.7204563613958758
278,1676,0.38968735554505607
279,1054,0.19473675883087282
280,710,0.844934855142468
281,528,0.2126877488372378
282,3519,0.3059273231652821
283,569,0.14420554277854655
284,5837,0.7785608752807409
285,1425,0.8805247533044384
286,2743,0.4973656680878166
287,1496,0.6158687419430063
288,4608,0.8348438808449237
289,934,0.48869949812506075
290,3224,0.9718544287221489
291,2116,0.8765021955520098
292,1538,0.682201332735585
293,3834,0.66146931099313
294,1125,0.8252258167354473
295,4228,0.0775803666211799
296,927,0.7331221379466364
297,699,0.8907124619114606
298,1501,0.5939676731195729
299,3934,0.6063394446523712
300,4169,0.8795844257294826
301,5888,0.8587695647165929
302,1680,0.5047436352147916
303,3841,0.034643458300709154
304,2536,0.7418060768402965
305,5942,0.6986965384369579
306,3121,0.3566218049676504
307,3032,0.695797298885859
308,3491,0.2968622590289091
309,687,0.6122946975401333
310,2504,0.22824027123427743
311,4227,0.6727167308037207
312,4404,0.44739240190683394
313,2909,0.3433977704468828
314,970,0.8214074258507681
315,3526,0.7104548791764143
316,3084,0.36978640381682293
317,1051,0.19959022681986824
318,5249,0.19084061173759773
319,3377,0.46086855080964184
320,752,0.30478021918269627
321,5039,0.10520759018586831
322,3603,0.1444490307368147
323,1968,0.010259463678456388
324,3539,0.5361648990842659
325,3836,0.6423728112603632
326,2029,0.3574789254999352
327,2203,0.6020645516041803
328,4285,0.6929370391989655
329,3255,0.4563061539716098
330,3669,0.07302107729494814
331,6010,0.38279186447098773
332,5794,0.554981580952987
333,1843,0.3012283827653614
334,454,0.8006792008730954
335,5042,0.8410333911388225
336,5605,0.28800348484388627
337,3935,0.6179774110257815
338,4808,0.6526027208737872
339,5915,0.4884240425879142
340,453,0.6756848083607156
341,1279,0.04937627620273976
342,5178,0.4356866914527421
343,1502,0.9466026229900131
344,166,0.5063041649583273
345,4412,0.1821065373053012
346,2621,0.4756633122199907
347,1449,0.6316210836596875
348,2084,0.7773926394900137
349,1992,0.627155261676737
350,1457,0.20570589016569607
351,1377,0.5076342712007014
352,2411,0.8858053114110558
353,4535,0.8449866925569354
354,4279,0.4773956602604675
355,960,0.9853460709212092
356,1828,0.6746230615886712
357,3950,0.4622091365057228
358,5083,0.434578338038237
359,3561,0.7114387253189164
360,651,0.8139915800084266
361,3766,0.42084730245374813
362,620,0.6780537431017928
363,2700,0.6742630445150073
364,4511,0.35924436387372893
365,2688,0.6471799127473155
366,2082,0.49777845250554514
367,5015,0.5178381262876061
368,1004,0.9330592972599774
369,5321,0.17657508273949718
370,1568,0.6426333129113599
371,1509,0.41453063363716297
372,2419,0.897583507807268
373,770,0.6751627801774087
374,4360,0.07707198252659815
375,2105,0.19965585678058317
376,10,0.9460437838030624
377,3562,0.6650210022136505
378,3679,0.08530762839882139
379,4301,0.09064886719871623
380,5547,0.3787304515155654
381,3065,0.7628503383961591
382,4918,0.6457941855443898
383,2456,0.5981719197034848
384,22,0.5508452067004418
385,3309,0.6085652642792599
386,482,0.8226168971564471
387,2887,0.647145430196822
388,3033,0.8733869751588587
389,2176,0.140909718664151
390,4478,0.8070339138663047
391,4294,0.704596592804785
392,5671,0.664840770961711
393,2484,0.7852644908950894
394,4512,0.8776456490329729
395,4021,0.8357512381217418
396,647,0.681357600254869
397,3675,0.5687888557234654
398,2235,0.3483120344191001
399,237,0.6643998285136958
400,2888,0.7737979292819162
401,2918,0.736775957098112
402,5607,0.8415251081229377
403,3759,0.2919097758930459
404,2782,0.9847017219971845
405,3892,0.617695294058912
406,3887,0.5970330225990336
407,2489,0.491036835226795
408,1383,0.5183898255935452
409,5959,0.018748461624528128
410,182,0.33303064918624214
411,2120,0.8854143661179202
412,3349,0.8457013434028744
413,549,0.706113898410947
414,3589,0.6405494529200769
415,5824,0.8568338942298109
416,1866,0.6347815209160419
417,3819,0.7174227900866774
418,2623,0.1414453029693077
419,3881,0.44374681556188805
420,1806,0.3159386662576694
421,1241,0.5344937630130145
422,1776,0.6096784793913993
423,1182,0.5731159867008082
424,869,0.8567378516788609
425,3240,0.5038200798828223
426,3650,0.4531057911936428
427,48,0.5472813379943096
428,2870,0.5283978385450462
429,15,0.5991136211661212
430,3878,0.918766785529864
431,428,0.9041179539047431
432,1839,0.8697487155211662
433,1506,0.5932636919213935
434,1221,0.32189264023068265
435,5100,0.9688789969072946
436,2304,0.8409714145700856
437,3773,0.8045261127837099
438,3726,0.8846528393662028
439,3558,0.4941533038815146
440,2731,0.7744426821153514
441,2968,0.7281966905446509
442,5099,0.5059282770170387
443,223,0.2028365353477919
444,392,0.7414693399415387
445,2073,0.33176017729672086
446,4375,0.06143902751336098
447,3031,0.817796558800807
448,3648,0.660364718446093
449,1655,0.4404397530751131
450,5084,0.3532139088541528
451,349,0.458028021486632
452,73,0.7527177588721887
453,2340,0.546618446646909
454,4378,0.5750935915947211
455,1764,0.08011009811397218
456,1516,0.4961639752600254
457,3560,0.6054342842890668
458,4033,0.5471706744674387
459,4928,0.1691015628857941
460,796,0.5968766978798203
461,3768,0.7364928898781244
462,3058,0.3407599351597752
463,3311,0.4841819675076387
464,3422,0.24187930210360076
465,4887,0.740244150987927
466,540,0.18560043847163138
467,2202,0.8461193823685607
468,3335,0.36162721800192
469,1392,0.30958246828891395
470,753,0.35092102394529817
471,5788,0.19412403047194265
472,306,0.8522266859253824
473,1997,0.8906129371800698
474,2966,0.7140399740911958
475,3725,0.196760998634324
476,1084,0.9157692418146943
477,1962,0.5532919808361336
478,4035,0.6750694165209823
479,1904,0.354463955878669
480,3652,0.5821914143339184
481,198,0.7220286260655062
482,1611,0.9853305088006359
483,3496,0.4201038086144
484,6025,0.5987331810737266
485,2195,0.6926951777560015
486,2878,0.7190977735931792
487,2792,0.02595396500099399
488,1825,0.8503844572325544
489,5912,0.587659361061919
490,5795,0.481352405148921
491,3067,0.9379660500407898
492,5287,0.5954045962440679
493,3913,0.26388634914964193
494,2109,0.93699442546411
495,3745,0.8240955541053073
496,1354,0.7107136129733247
497,3988,0.31858228679582956
498,3569,0.4764888472076838
499,4335,0.7521266338591062
500,2187,0.5356439589657159
501,257,0.292659687329187
502,2222,0.408957963787159
503,5163,0.6782336689672364
504,1556,0.484141352375471
505,964,0.1677721412058786
506,380,0.5183746615239828
507,4837,0.54478603002296
508,3696,0.6875880177971261
509,204,0.5402527304584384
510,5056,0.5609997677781957
511,5047,0.786972090798056
512,1841,0.6255353993687767
513,2664,0.6009564612641792
514,3411,0.07952669146545605
515,3691,0.3505046732448613
516,2665,0.00935326173009605
517,5371,0.9095134901971551
518,2472,0.4182386860049019
519,249,0.8861338919088821
520,424,0.8736285451350829
521,3051,0.40853950119869603
522,1181,0.21174659838991153
523,3992,0.6300645090590216
524,531,0.7113736706823135
525,2097,0.8780510683681986
526,3412,0.6291051657939105
527,4329,0.831272807528734
528,1380,0.5299367665349304
529,744,0.6151187968873865
530,4350,0.8950798114853638
531,3713,0.7133801001083802
532,5061,0.5073545835636948
533,5645,0.12801901741189908
534,4150,0.550828623967688
535,4524,0.9522601999841821
536,4972,0.883770929381466
537,438,0.9633066211705902
538,5483,0.7422958779344422
539,4384,0.41873417367618726
540,3578,0.1679398873114307
541,5536,0.6376101989962764
542,2467,0.11121220544102398
543,2211,0.35476763776641695
544,4386,0.6764493731035901
545,5620,0.15891845224859985
546,3971,0.8046307287800756
547,202,0.4214205612133018
548,132,0.6570681393196341
549,5306,0.07587714235260098
550,3929,0.454148261059698
551,3709,0.774687053378276
552,4578,0.8995239178879383
553,847,0.1695044739587251
554,3927,0.7045699942103371
555,3921,0.7197625818636819
556,603,0.6368283917961122
557,3414,0.7954944977624778
558,949,0.032595087967261335
559,1958,0.8577800328690827
560,749,0.022782685185183775
561,5492,0.362150360351457
562,2654,0.895515990415599
563,5026,0.5006801496247372
564,1778,0.858781165509194
565,2099,0.6010539047431438
566,175,0.03786315442821525
567,3970,0.7953396042983403
568,252,0.9366928214386083
569,4473,0.4722389228880083
570,1068,0.7699478934688391
571,3012,0.2520386684965977
572,3280,0.5980956745844515
573,4855,0.5102673918302573
574,1594,0.5316876831373671
575,890,0.5638648070046569
576,2100,0.8370614018123618
577,224,0.05681025854550319
578,1803,0.6371746282010827
579,3716,0.549984154159197
580,5414,0.4649400654990857
581,3434,0.743058070147345
582,3066,0.1497337266063734
583,940,0.6279158329841967
584,600,0.587964313960448
585,4393,0.4174135296
586,2679,0.8059220036600145
587,3082,0.43696308132146766
588,2896,0.9762160822945745
589,4140,0.7414921622435993
590,192,0.5158932698638486
591,5954,0.5565444537111881
592,3042,0.37736650286348355
593,355,0.9316426869486172
594,3190,0.6565643085178994
595,1779,0.5614514298998573
596,92,0.3428289058339261
597,1930,0.7941657037592498
598,854,0.7363646482622264
599,2635,0.0004212045464864131
600,1297,0.22791720986904734
601,4517,0.09188265108871559
602,1984,0.5521319611727795
603,3958,0.5578412865459766
604,2537,0.8802351523346534
605,3262,0.8162631555380038
606,2321,0.8225816653462057
607,1272,0.3181271370277539
608,1117,0.7325248009607492
609,264,0.5150358862931501
610,1220,0.7466279223559902
611,3825,0.06778601791721306
612,3681,0.6096406084711621
613,3475,0.23908172835199498
614,3756,0.9452786221543252
615,3406,0.4906377583604528
616,326,0.015787389178004915
617,4725,0.8224500638362372
618,3471,0.22583347507843438
619,2899,0.30234590716364007
620,2102,0.9070738854010911
621,2668,0.5752949201736914
622,1879,0.5947056940035695
623,4323,0.594940119566491
624,2110,0.7424205103710143
625,5903,0.5683656016857933
626,1467,0.5894776917667381
627,1396,0.523868658749486
628,2225,0.15012987986304965
629,5854,0.559016470675782
630,5063,0.2635473862557255
631,11,0.3600093615204109
632,5286,0.4055258906241098
633,494,0.5537451029879646
634,5831,0.7578629796235622
635,5282,0.20305161529715776
636,5614,0.5821719819110218
637,4390,0.2774888154429244
638,1673,0.3325689488788439
639,2188,0.3694566380838304
640,3011,0.5395630544345532
641,3904,0.3006763340658736
642,5281,0.971957525732843
643,543,0.3146464480361616
644,3752,0.5867043246171487
645,4889,0.15450941105892363
646,5493,0.8601623750966189
647,3470,0.7103206433041601
648,1120,0.8799381879897445
649,5324,0.8457009108748148
650,1737,0.939749450584771
651,301,0.1294425974300159
652,3689,0.5866533789220517
653,757,0.9350225625064769
654,843,0.8406971225179397
655,967,0.8100428431920306
656,5905,0.4049521289575822
657,2931,0.30994401612752936
658,4600,0.8762745018243349
659,4824,0.5796823813184653
660,3017,0.8534585696593916
661,2559,0.611567441910694
662,5367,0.8603745018451956
663,4080,0.7251805740571591
664,5223,0.6481982398672528
665,473,0.5686652557236124
666,3520,0.4561922235082407
667,1420,0.9296786816829783
668,5847,0.06175374631490886
669,4950,0.15463479325814253
670,4656,0.17536163791676604
671,2378,0.03954577326903754
672,5359,0.5694204483054538
673,3378,0.8981045397664967
674,3792,0.273300098707611
675,4078,0.5450718603911225
676,2162,0.14921479968938023
677,1865,0.5480315967375656
678,669,0.34746970494655033
679,3618,0.4779798319107148
680,5872,0.7465898237690434
681,2060,0.25459246447002987
682,4085,0.4648723208222888
683,2271,0.7950298383139829
684,3146,0.5115345415798562
685,4217,0.7851642352933231
686,1586,0.5506581000188985
687,2127,0.7083990363816761
688,3796,0.8227490927451686
689,3591,0.0663877955463529
690,2756,0.7889920177541319
691,5220,0.4430118162005722
692,3793,0.22246120604694855
693,787,0.8794263049503912
694,1141,0.713163575814395
695,3216,0.3760852812675901
696,3320,0.20453975746608258
697,1759,0.6370532590067884
698,5972,0.37448634935195435
699,3142,0.2641306652374818
700,1687,0.1149287808650056
701,2750,0.6691395000429531
702,2380,0.8987719036069212
703,3315,0.8447587034956714
704,1198,0.8016869848432373
705,923,0.6679755212089795
706,2806,0.6620730701594957
707,3517,0.7503528725824233
708,4238,0.6725021686872392
709,3850,0.7780707395362685
710,5459,0.8074500632597915
711,4062,0.2422097332235675
712,4060,0.7769102725987604
713,5780,0.6218823938899816
714,395,0.86021297647616
715,342,0.5941326077699294
716,2165,0.09544351426037512
717,5183,0.6161558676412078
718,162,0.7034215241563408
719,4997,0.34950247480168967
720,3816,0.3389038743892826
721,26,0.5485520593203178
722,3624,0.7701191059180514
723,2263,0.7254158364651879
724,4237,0.8509084995041498
725,5518,0.699581339190305
726,4075,0.9556412952304791
727,4446,0.6661513390026688
728,3847,0.017550141149166164
729,271,0.8922765354699252
730,5935,0.8038035484659679
731,3026,0.7558999652251809
732,396,0.05606185796908623
733,4662,0.1937670887232833
734,2846,0.9373876259006104
735,4072,0.6191522754180832
736,3,0.306067277410364
737,579,0.9699222950908798
738,2847,0.5787573050661374
739,310,0.8118193783816336
740,5234,0.6219108468289418
741,4437,0.3780065740949864
742,1600,0.896164972262279
743,2134,0.7781946704632186
744,4213,0.7062211930468187
745,2047,0.5714971908832444
746,1601,0.6213191473912989
747,3808,0.019334773882331367
748,3540,0.5172039138364092
749,4107,0.5313360767123243
750,5567,0.44153207911078
751,1645,0.039783853403436834
752,1450,0.03935261633066593
753,3358,0.45573618578114294
754,1434,0.2117756429123951
755,5862,0.42503476941929363
756,4186,0.6753762727483325
757,4105,0.5908301778821535
758,5365,0.12564381847527847
759,5198,0.20037206355479303
760,701,0.6410022647972528
761,2818,0.6090215905773066
762,2771,0.8823739467824455
763,1150,0.23015687834779763
764,5131,0.4548273097220584
765,2153,0.7269131041392052
766,410,0.548969100890296
767,984,0.6859875634825328
768,2810,0.5555968058246351
769,331,0.7259288628185918
770,4736,0.23588748525770975
771,2525,0.9536199725661461
772,2042,0.3257946780198244
773,3598,3.4484777292611696e-11
774,1755,0.6389660580274998
775,2776,0.6702092182302521
776,5434,0.6316322591440453
777,566,0.5933163666197535
778,2812,0.7081946481285298
779,5580,0.6396344430773107
780,1854,0.4769728097874834
781,4183,0.3927093222813946
782,5193,0.8541579764028635
783,2996,0.8490812247423585
784,2774,0.29326868383448235
785,5136,0.4354073032132966
786,3853,0.4999149236784266
787,1263,0.5516796093447166
788,4203,0.46004764317732816
789,1207,0.5476083187901917
790,3610,0.25975371667244757
791,3208,0.958677897013656
792,2156,0.7160290399855278
793,319,0.19518462738356532
794,1524,0.7670656518725505
795,3537,0.8805788518590784
796,676,0.5434717009310428
797,3148,0.3379267538850605
798,4086,0.5049039028451371
799,1853,0.5765438687599447
800,1097,0.5662885067369822
801,1941,0.6365089895774363
802,4663,0.35275299184330405
803,3550,0.7524263883569106
804,4750,0.6743718340205269
805,3206,0.45050636842868075
806,1587,0.5574744526513575
807,476,0.7923294782980036
808,4115,0.687155289955339
809,702,0.6774834081016999
810,4094,0.7220944105754885
811,4957,0.7180328462030402
812,2364,0.21595041774780283
813,4980,0.6164986860555202
814,3549,0.5147971362378184
815,1704,0.627549396915821
816,2041,0.7060895739797891
817,1861,0.6564000208675167
818,2823,0.8845885191775227
819,5651,0.7374374775799808
820,3837,0.7790324878797412
821,4089,0.7672996626905829
822,2824,0.7314042813631081
823,2282,0.18452809085842675
824,4489,0.711794151322374
825,2078,0.8261154780187313
826,1721,0.6419117415834987
827,3312,0.21995400166841925
828,4728,0.5912681584195564
829,3509,0.332534801018272
830,1790,0.5165130568525461
831,4058,0.25923419756013066
832,2859,0.6398533567332825
833,3630,0.5370337623825657
834,3125,0.552015676234013
835,2737,0.9519766746308269
836,3854,0.46498806104377577
837,5786,0.6337528452643794
838,3626,0.5564346261214774
839,780,0.25693275294569196
840,714,0.4601655258592416
841,1129,0.8031272835238732
842,2390,0.9086073942583666
843,45,0.5998246545022331
844,2166,0.20373879161580496
845,3227,0.8453326338174794
846,3859,0.15260157507235023
847,3643,0.5231237516856235
848,4788,0.6463165753973839
849,1820,0.8687061248046974
850,4124,0.377799107863263
851,3778,0.05896243635975207
852,4637,0.08193129128764985
853,1448,0.37207491956732
854,1086,0.6388873279017346
855,2976,0.7455533606134341
856,3871,0.9430354855941613
857,462,0.6663178148496498
858,4055,0.5444928431154451
859,2496,0.9703593136470468
860,3389,0.08832666203948178
861,3195,0.19547749099423234
862,3557,0.6019141268102408
863,4054,0.7196736097136474
864,1800,0.5316672572701551
865,272,0.8241820579036722
866,2972,0.35086243726520827
867,587,0.06782662848830759
868,2136,0.8784443047831558
869,2251,0.6214398299536987
870,5000,0.7232709965659931
871,3639,0.4873661726512871
872,1684,0.6029318811348261
873,2860,0.33765300528027264
874,5347,0.6323691075405848
875,6001,0.8978445547933487
876,2376,0.466249317268545
877,5023,0.4211537049731707
878,163,0.05441712703573204
879,3931,0.29597898576749077
880,4786,0.9961781509101907
881,4708,0.9932857521274583
882,1066,0.2600172730345244
883,3272,0.7706427379511275
884,5881,0.7338123388988937
885,5185,0.7900781509561854
886,1794,0.02154257112810279
887,3464,0.17487918349401232
888,5599,0.28858208562609855
889,887,0.7683063104858987
890,4276,0.7047513519641213
891,891,0.34192250369690697
892,3410,0.6229389164006339
893,4322,0.4616716525911776
894,2529,0.6490908059929283
895,5480,0.9738954091078865
896,5812,0.7026464450717218
897,3751,0.6691708818934747
898,3158,0.9143195223258246
899,3217,0.581196356529214
900,5961,0.5922627306652253
901,1609,0.6739500088280506
902,5443,0.6864914250017189
903,5448,0.49063337178413935
904,6000,0.990982754540385
905,5018,0.7839358409759838
906,4505,0.740741515868779
907,4771,0.8572682388459353
908,1194,0.7298868385278159
909,5871,0.6486959947624499
910,2309,0.49491809062018705
911,3271,0.28458736380872673
912,1050,0.9409562433560532
913,4388,0.8685897585869292
914,4452,0.20984351113544972
915,6007,0.5212660671838901
916,1205,0.8637207313955895
917,4141,0.5259394931676532
918,5452,0.20492028909428486
919,55,0.5281571209215999
920,5641,0.07633183903970817
921,5113,0.5186722958791885
922,1894,0.9272148078539613
923,4268,0.1767901078078753
924,481,0.3034605966808038
925,3705,0.8818338467459527
926,5050,0.9745963198604098
927,630,0.6397761138364575
928,4571,0.45612250899734874
929,2453,0.46071395700110307
930,2278,0.4320653899628139
931,1224,0.5522635097808528
932,5604,0.2122325189714847
933,2368,0.15189349214851045
934,156,0.06475649612027538
935,2173,0.6588191061178876
936,5092,0.8931898871075616
937,5054,0.7685368017201885
938,1317,0.5482903376447608
939,3770,0.548071066555458
940,2371,0.6902302650853923
941,5985,0.7800003960834474
942,1922,0.4729780192015185
943,2643,0.7717039196502318
944,4753,0.5171074269941875
945,5182,0.8840422389422349
946,1184,0.6026363422766349
947,4480,0.20626049525940776
948,2497,0.6442339207152403
949,5516,0.4733023408766374
950,4685,0.08350897795556127
951,334,0.8671968548844178
952,1202,0.6637291509221761
953,4963,0.8589105275966386
954,2934,0.8626631266539735
955,379,0.007719601778285415
956,721,0.5979099372664711
957,1813,0.356060928
958,3823,0.843824705326057
959,137,0.3466971107595622
960,873,0.9057237321030047
961,2873,0.9325661160627452
962,4981,0.6826325342763097
963,3445,0.5643142755591615
964,5946,0.2883999216488204
965,4345,0.7310839712973023
966,3441,0.09354534602821322
967,5857,0.0025715320184604646
968,4890,0.45435960467697606
969,4274,0.7335887749856442
970,1321,0.7080341658279221
971,4626,0.41700874195040993
972,3577,0.5295131421512032
973,4984,0.36600451834787695
974,5090,0.8382978051189152
975,1924,0.10521860160426559
976,4659,0.5003669687195141
977,3967,0.17342083967574987
978,4793,0.1730836581609556
979,62,0.6594186364018566
980,5405,0.7050236516793305
981,3532,0.4526941335843073
982,5031,0.9800896469745968
983,570,0.7478710002119909
984,3641,0.7379226951643043
985,5522,0.6497766860604479
986,4673,0.860238658114965
987,4421,0.6268269019136
988,689,0.9573555821688908
989,2206,0.5886058757405284
990,5292,0.8290446216141865
991,3458,0.8007743974291403
992,1698,0.7288137424378782
993,3592,0.5051263014936223
994,1925,0.41898741896185665
995,299,0.7897766288823986
996,411,0.38608856540068043
997,1218,0.4548559267546018
998,284,0.6178976677735433
999,5428,0.5868505050537964
1000,2482,0.6911824115527692
1001,1271,0.5907619019129877
1002,3760,0.7567752340281106
1003,1095,0.7923029066322452
1004,4513,0.44423127877069835
1005,3201,0.7646561044495508
1006,4784,0.956770922658774
1007,1016,0.980055586814745
1008,4962,0.8882319708725653
1009,4502,0.7954796612612247
1010,1172,0.19378795998482148
1011,1260,0.7127749199460259
1012,1301,0.42980194737334226
1013,5643,0.06872944918810395
1014,3945,0.28438551294561637
