Day,C1,I,G,NX,new_cases,new_deaths,GDP
2021-05-26,59.5984600212027,251305221.609561,1535.0,-400.471395603542,0.0,1.44233675356372,314936003001.50757
2021-05-27,57.4942947808336,284588985.40474,1535.0,-471.808273722173,0.0,1.3840520370577,315607087267.74994
2021-05-28,58.3958935170776,289218256.693849,1535.0,-444.912232102241,0.0,1.32750428051804,315371159766.6594
2021-05-29,55.0032306595015,280001093.833692,1535.0,-400.671575621794,0.0,1.27268958793138,313378305140.6272
2021-05-30,57.0645553165155,214544840.460154,1535.0,-434.763900318547,0.0,1.21960406171274,314831755471.35986
2021-05-31,61.1594981377096,256127737.871926,1535.0,-400.389096231618,0.0,1.16824380520848,315462333626.5316
2021-06-01,57.3188087199725,276926172.698095,1535.0,-470.504639271559,0.0,1.11860492071719,315546598502.26355
2021-06-02,58.8554788263034,332499088.255452,1535.0,-421.179391082865,0.0,1.07068351269118,315009037828.4159
2021-06-03,62.1255388477354,296653031.775573,1535.0,-410.515150683312,0.0,1.0244756831089,315938162896.87714
2021-06-04,53.5450380793586,387768377.437244,1535.0,-412.582583291288,0.0,0.979977535345824,312998871194.0343
2021-06-05,56.8959331422048,343254169.23225,1535.0,-489.545468350447,0.0,0.937185172108002,315703482282.679
2021-06-06,59.1435444477537,393155931.733359,1535.0,-493.736075507741,0.0,0.896094696741784,316471059563.5948
2021-06-07,60.8284271980924,305631068.600636,1535.0,-403.055468400981,0.0,0.856702212971868,315354426454.37885
2021-06-08,62.9989107578991,276875124.061814,1535.0,-401.292461536575,0.0,0.819003822776722,316083508706.65735
2021-06-09,62.0874058378061,357776474.657824,1535.0,-479.55386808997,0.0,0.782995629269863,317224500195.6289
2021-06-10,66.4471044388516,318624375.416663,1535.0,-402.316190498865,0.0,0.748673736670753,317200961800.24805
2021-06-11,67.1664857877689,249812204.833848,1535.0,-400.862911149164,0.0,0.7160342464922,317505858681.2153
2021-06-12,66.0829878360985,456951249.350407,1535.0,-400.840296816988,0.0,0.685073262749938,316868196368.23944
2021-06-13,67.5877313220217,400994331.016325,1535.0,-490.054669625656,0.0,0.655786888324656,319214877647.3077
2021-06-14,66.780662430959,300134012.637511,1535.0,-475.351278101089,0.0,0.628171226446284,318790933854.06067
2021-06-15,66.8897820500855,294882508.969636,1535.0,-401.17369880159,0.0,0.602222379326122,317365200113.5824
2021-06-16,65.0729526662133,270289625.540273,1535.0,-400.572508156099,0.0,0.577936451067217,316781814721.19037
2021-06-17,72.2970526036653,336570050.158611,1535.0,-400.273911241579,0.0,0.555309544346528,319096495253.4042
2021-06-18,72.4433019730488,299133653.946758,1535.0,-417.694326340809,0.0,0.53433776187012,319541831173.76575
2021-06-19,74.4817293532382,309231751.550345,1535.0,-400.198083511398,0.0,0.514585556433303,319862010208.5151
2021-06-20,71.770996487057,251161132.370311,1535.0,-421.539540519514,0.0,0.494830909301527,319460246444.9419
2021-06-21,66.3844797085045,220226764.485478,1535.0,-411.777565921595,0.0,0.475474043225404,317513494876.8041
2021-06-22,66.4250466427857,313059957.10602,1535.0,-408.163676825567,0.0,0.456555352779105,317331935556.61633
2021-06-23,69.5987570147543,347209307.740272,1535.0,-483.71905498341,0.0,0.438084202061873,319842911498.69696
2021-06-24,67.1504304608465,247621387.878647,1535.0,-467.113063852972,0.0,0.420069954794599,318831915369.1171
2021-06-25,67.4828580821835,326188841.234029,1535.0,-400.039742322943,0.0,0.402521974465344,317508697773.2351
2021-06-26,68.4369658176715,323953669.639401,1535.0,-442.059411254132,0.0,0.385449625435285,318663620478.1466
2021-06-27,68.1378090588123,327808769.177959,1535.0,-483.672308257213,0.0,0.368862271483522,319384497279.98425
2021-06-28,69.3213169905681,329449640.067843,1535.0,-401.801307271759,0.0,0.352769276651088,318154674234.5927
2021-06-29,71.8767759100098,323766818.599556,1535.0,-400.380705734476,0.0,0.337180004367838,318986828811.9196
2021-06-30,67.5656906559949,331840864.190975,1535.0,-400.365051875807,0.0,0.322103818703908,317539301486.6122
2021-07-01,64.5218642066153,330263600.639972,1550.0,-429.023667578996,0.0,0.307550083874958,318075798303.6373
2021-07-02,66.3722982368633,323879503.164436,1550.0,-471.381108349812,0.0,0.293528163048904,319541625458.9412
2021-07-03,73.573737937817,325564242.021099,1550.0,-400.006260447272,0.0,0.280047421169002,320525855201.1873
2021-07-04,73.5593266530389,325530146.78353,1550.0,-470.688161999343,0.0,0.267117220559157,321922937449.3014
2021-07-05,76.4822011320138,330168940.552805,1550.0,-400.180653550811,0.0,0.254746927064843,321494018263.3746
2021-07-06,75.5539902892765,328974954.925313,1550.0,-414.05443605964,0.0,0.242945902311476,321461818797.7102
2021-07-07,74.7984617893425,327891921.694725,1550.0,-402.758341337802,0.0,0.231723512493772,320988046527.6754
2021-07-08,79.6273747544775,324236798.038181,1550.0,-400.913365137616,0.0,0.221089119557291,322566709121.0054
2021-07-09,81.92504072109,324730891.569987,1550.0,-432.463853824199,0.0,0.211052088387078,323957972214.1839
2021-07-10,78.2613127897558,327446107.333152,1550.0,-440.930240964939,0.0,0.201621782645816,322901290026.9685
2021-07-11,76.3408263812421,328571426.580483,1550.0,-400.325075615006,0.0,0.192807566170814,321455062775.90845
2021-07-12,76.5586643405104,323742059.923793,1550.0,-432.162619479682,0.0,0.184618802944897,322165712584.7146
2021-07-13,86.2751624082746,330929944.354069,1550.0,-410.281381899796,0.0,0.177064856776269,324961846289.19745
2021-07-14,86.5519115310507,325509567.385048,1550.0,-403.954861095899,0.0,0.170155091356719,324936307492.7551
2021-07-15,86.1782200750711,322260360.908908,1550.0,-427.74133887171,0.0,0.163898871192941,325287942921.6334
2021-07-16,90.6426027478869,324593952.054208,1550.0,-430.414860505566,0.0,0.158305558958091,326826373297.5459
2021-07-17,95.0139437565398,331116343.743983,1550.0,-403.969741516676,0.0,0.153384519711835,327750898638.79266
2021-07-18,93.5863551616385,322505175.212892,1550.0,-481.381727245536,0.0,0.148840799607569,328821356687.5948
2021-07-19,92.1383814140353,329417686.807601,1550.0,-429.876817464228,0.0,0.143792986898916,327308626896.5161
2021-07-20,91.2524765009379,325286535.501331,1550.0,-403.362277162065,0.0,0.138722650124691,326493475292.69104
2021-07-21,88.0460849947674,308039737.089796,1550.0,-455.182215773086,0.0,0.133680872502737,326475210046.0893
2021-07-22,93.1508010171082,324304420.775468,1550.0,-426.206196356723,0.0,0.128675392887089,327580993795.4479
